player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles
Donnie Jones,1939,P,16,PHI,0,0,0,92,0,70,63.6,,,63.8,,,1,1,0,0,0
Mike Adams,1972,S,11,IND,1,2,0,14,52,0,55.5,,,,,,0,0,0,0,0
Malcom Floyd,2044,WR,2,SD,2,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Don Muhlbach,2130,LS,16,DET,0,0,0,80,0,63,28.7,,,,,,0,0,1,0,1
Wes Welker,2204,WR,4,SL,2,0,8,0,0,0,58.9,,,,61.0,,0,0,0,0,0
Adam Jones,2223,CB,10,CIN,16,0,24,0,15,0,29.8,,71.1,,72.7,,2,0,0,0,0
Antrel Rolle,2225,S,1,CHI,0,1,0,0,0,0,60.0,,,,,,0,0,0,0,0
DeMarcus Ware,2228,ED,6,DEN,0,0,0,0,14,0,59.4,,,,,,0,0,0,0,0
Thomas Davis Sr.,2231,LB,16,CAR,6,0,9,0,55,0,53.7,,,,,,1,0,0,0,0
Derrick Johnson,2232,LB,1,KC,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0
Roddy White,2244,WR,1,ATL,3,0,0,0,0,0,58.8,,,,,,0,0,0,0,0
Heath Miller,2247,TE,8,PIT,2,0,0,0,0,25,61.5,,,,,,0,0,0,0,0
Logan Mankins,2249,G,15,TB,0,0,0,0,0,66,56.3,,,,,,1,0,0,0,0
Mike Nugent,2264,K,16,CIN,0,89,0,0,0,78,61.0,44.8,,,,82.2,0,0,1,0,0
Khalif Barnes,2269,T,14,OAK,0,0,0,0,0,57,61.9,,,,,,0,0,0,0,0
Jonathan Babineaux,2276,DI,1,ATL,0,0,2,0,0,0,60.1,,,,,,0,0,0,0,0
Vincent Jackson,2278,WR,2,TB,2,0,0,0,0,0,72.7,,,,,,0,0,0,0,0
Alex Smith,2288,TE,3,WAS,14,0,12,0,0,0,68.8,,,,,,0,0,0,0,0
Justin Tuck,2291,DI,5,OAK,0,0,1,0,25,0,90.6,,,,,,0,0,0,0,0
Evan Mathis,2296,G,16,DEN,0,0,0,1,0,72,63.0,,,,,,0,0,0,0,0
Richie Incognito,2298,G,16,BUF,0,0,0,0,0,67,63.0,,,,,,0,0,0,0,0
Dustin Colquitt,2316,P,16,KC,0,0,0,75,0,80,63.7,,,76.5,,,0,0,0,0,0
Todd Herremans,2343,G,8,IND,0,0,0,0,0,29,63.2,,,,,,0,0,0,0,0
Darren Sproles,2347,HB,16,PHI,4,0,89,0,0,0,61.7,,62.5,,90.6,,0,0,0,0,0
Chris Canty,2349,DI,9,BLT,0,0,0,0,37,0,58.6,,,,,,0,0,0,0,0
Trent Cole,2363,ED,14,IND,0,0,1,0,69,0,59.8,,,,,,0,0,0,0,0
C.J. Mosley,2408,DI,10,MIA,0,0,3,0,39,0,61.5,,,,,,0,0,0,0,0
Joe Berger,2424,C,15,MIN,0,0,0,0,0,68,62.1,,,,,,0,0,0,0,0
Jay Ratliff,2441,DI,1,CHI,0,0,1,0,1,0,59.9,,,,,,0,0,0,0,0
Lorenzo Alexander,2476,ED,16,OAK,94,80,72,86,79,0,45.9,,,,,,2,0,7,1,6
Brandon Browner,2512,CB,9,NO,0,0,0,0,47,0,50.4,,,,,,1,0,0,0,0
Jon Condo,2539,LS,13,OAK,0,0,0,66,0,55,29.0,,,,,,0,0,2,0,0
John Denney,2561,LS,16,MIA,0,0,0,94,0,54,28.4,,,,,,1,0,4,0,4
Robbie Gould,2607,K,16,CHI,0,83,0,0,0,69,60.9,49.7,,,,59.7,0,0,1,0,1
John Kuhn,2686,FB,16,GB,75,0,4,77,0,0,61.3,,,,,,1,0,1,0,0
L.P. Ladouceur,2687,LS,16,DAL,0,0,0,69,0,57,29.0,,,,,,0,0,1,0,1
Lance Moore,2718,WR,6,DET,0,0,9,0,0,0,60.3,,,,61.6,,0,0,0,0,0
Nick Novak,2726,K,13,HST,0,62,0,1,0,52,60.8,38.9,,60.0,,60.3,0,0,0,0,2
Erik Pears,2737,T,16,SF,0,0,0,0,0,48,57.1,,,,,,0,0,0,0,0
Greg Warren,2831,LS,16,PIT,0,0,0,60,0,77,28.5,,,,,,0,0,0,0,0
Ahmad Brooks,2945,ED,3,SF,0,0,2,0,13,0,34.1,,,,,,1,0,0,0,0
Mario Williams,2946,ED,14,BUF,0,0,13,0,53,0,60.2,,,,,,0,0,0,0,0
Reggie Bush,2947,HB,2,SF,0,0,6,0,0,0,60.1,,,,62.0,,0,0,0,0,0
D'Brickashaw Ferguson,2949,T,16,NYJ,0,0,0,0,0,77,61.9,,,,,,0,0,0,0,0
A.J. Hawk,2950,LB,6,CIN,8,0,6,0,1,0,60.7,,,,,,0,0,0,0,0
Donte Whitner,2953,S,1,CLV,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0
Haloti Ngata,2957,DI,14,DET,0,0,8,0,58,0,58.3,,,,,,0,0,0,0,0
Chad Greenway,2962,LB,16,MIN,5,0,8,0,59,0,60.8,,,,,,0,0,0,0,0
Antonio Cromartie,2964,CB,15,NYJ,36,0,6,0,54,0,60.8,,65.1,,,,0,0,0,0,0
Tamba Hali,2965,ED,1,KC,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0
Manny Lawson,2967,LB,16,BUF,0,0,31,83,65,0,60.4,,,,,,0,0,2,1,0
Johnathan Joseph,2969,CB,2,HST,0,0,2,0,1,0,60.0,,,,,,0,0,0,0,0
DeAngelo Williams,2972,HB,2,PIT,2,0,0,0,0,0,59.9,,,,,,0,0,0,0,0
DeMeco Ryans,2978,LB,1,PHI,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0
D'Qwell Jackson,2979,LB,16,IND,0,0,0,0,78,0,60.5,,,,,,0,0,0,0,0
Roman Harper,2988,S,16,CAR,4,0,7,0,51,0,61.0,,,,,,0,0,0,0,0
Anthony Fasano,2998,TE,2,TEN,0,0,0,0,0,8,60.8,,,,,,0,0,0,0,0
Andrew Whitworth,3000,T,16,CIN,0,0,0,0,0,77,63.4,,,,,,0,0,0,0,0
Chris Chester,3001,G,14,ATL,0,0,0,0,0,59,64.3,,,,,,0,0,0,0,0
Devin Hester,3002,WR,5,ATL,24,0,19,0,0,0,60.9,,57.7,,64.6,,0,0,0,0,0
Tim Jennings,3007,CB,6,TB,1,8,9,1,20,0,60.6,,,,,,0,0,0,0,0
Darryl Tapp,3008,ED,16,DET,84,0,0,10,46,56,65.9,,,,,,0,0,0,0,0
Eric Winston,3011,T,12,CIN,0,0,0,0,0,58,53.0,,,,,,1,0,0,0,0
James Anderson,3033,LB,5,NO,28,15,16,2,0,0,59.8,,,,,,0,0,1,0,0
Frostee Rucker,3036,DI,10,ARZ,0,0,5,0,32,56,50.0,,,,,,2,0,0,0,0
Jason Hatcher,3037,DI,12,WAS,0,0,0,0,50,0,72.1,,,,,,0,0,0,0,0
Owen Daniels,3043,TE,1,DEN,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0
Jahri Evans,3053,G,11,NO,0,0,0,0,0,53,64.1,,,,,,0,0,0,0,0
Jason Avant,3054,WR,16,KC,58,4,0,0,0,0,60.2,,,,,,0,0,0,0,0
Will Blackmon,3060,CB,15,WAS,5,80,32,0,34,0,68.1,,,,,,0,0,2,1,0
Stephen Tulloch,3061,LB,11,DET,2,0,3,0,35,0,60.8,,,,,,0,0,0,0,0
Stephen Gostkowski,3063,K,16,NE,0,101,0,0,0,88,61.5,76.9,,,,90.5,0,0,0,0,1
Brandon Marshall,3064,WR,6,NYJ,5,2,0,0,0,0,63.9,,,,,,0,0,0,0,0
Domata Peko Sr.,3068,DI,16,CIN,0,0,6,0,58,78,58.7,,,,,,0,0,0,0,0
Willie Colon,3076,G,6,NYJ,0,0,0,0,0,25,63.0,,,,,,0,0,0,0,0
Kyle Williams,3079,DI,6,BUF,0,0,6,0,22,0,46.5,,,,,,1,0,0,0,0
Rob Ninkovich,3080,ED,16,NE,19,0,10,21,53,0,58.7,,,,,,0,0,0,0,0
Jeremy Mincey,3136,ED,6,DAL,0,0,3,0,5,0,59.3,,,,,,0,0,0,0,0
Kedric Golston,3141,DI,15,WAS,65,0,0,0,61,49,60.1,,,,,,0,0,0,0,0
Sam Koch,3148,P,16,BLT,0,0,0,77,0,69,63.5,,,86.9,,,0,0,0,0,0
Antoine Bethea,3152,S,7,SF,0,0,4,0,30,0,60.6,,,,,,0,0,0,0,0
Zach Strief,3155,T,15,NO,0,0,0,0,0,63,63.5,,,,,,0,0,0,0,0
Cortland Finnegan,3160,CB,5,CAR,0,27,19,0,0,0,62.8,,,,,,0,0,0,0,0
Marques Colston,3197,WR,2,NO,1,1,0,0,0,0,60.4,,,,,,0,0,0,0,0
Miles Austin,3211,WR,1,PHI,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Stephen Bowen,3242,DI,3,NYJ,0,0,2,0,4,0,60.3,,,,,,0,0,0,0,0
Daniel Fells,3309,TE,2,NYG,2,0,0,3,0,12,39.5,,,,,,0,0,0,0,0
Thomas Gafford,3316,LS,14,OAK,0,0,0,72,0,56,29.4,,,,,,0,0,2,0,0
Tom Johnson,3378,DI,15,MIN,0,0,7,0,37,0,58.4,,,,,,0,0,0,0,0
Tony McDaniel,3423,DI,11,TB,0,0,0,0,49,30,59.3,,,,,,0,0,0,0,0
Donald Penn,3459,T,16,OAK,0,0,0,0,0,63,63.1,,,,,,0,0,0,0,0
Matt Prater,3471,K,16,DET,0,4,0,0,0,63,60.4,60.0,,,,70.0,0,0,0,0,0
Jon Ryan,3493,P,16,SEA,0,1,0,68,0,75,64.0,60.0,,71.9,,,1,1,1,0,0
Steve Weatherford,3552,P,1,NYJ,0,1,0,4,0,5,61.1,,,53.0,,,0,0,0,0,0
Tramon Williams,3558,CB,15,CLV,1,0,11,0,77,0,54.4,,,,,,1,0,0,0,0
Brent Grimes,3589,CB,13,MIA,2,0,10,0,56,0,61.7,,59.6,,62.8,,0,0,0,0,0
Calvin Johnson,3618,WR,2,DET,2,0,0,0,0,0,69.5,,,,,,0,0,0,0,0
Joe Thomas,3619,T,4,CLV,0,0,0,0,0,12,61.4,,,,,,0,0,0,0,0
Ted Ginn Jr.,3625,WR,15,CAR,3,0,72,0,1,0,61.7,,59.0,,75.2,,0,0,0,0,0
Darrelle Revis,3630,CB,13,NYJ,0,0,6,0,55,0,61.8,,,,,,0,0,0,0,0
Lawrence Timmons,3631,LB,16,PIT,0,0,0,0,62,0,59.5,,,,,,0,0,0,0,0
Leon Hall,3634,CB,6,CIN,0,0,0,0,22,0,61.7,,,,,,0,0,0,0,0
Michael Griffin,3635,S,15,TEN,0,22,0,0,72,0,64.7,,,,,,0,0,1,1,0
Reggie Nelson,3637,S,16,CIN,6,77,0,0,58,0,67.6,,,,,,0,0,4,0,0
Brandon Meriweather,3640,S,3,NYG,0,0,4,0,14,0,59.8,,,,,,0,0,0,0,0
Joe Staley,3644,T,6,SF,0,0,0,0,0,16,61.7,,,,,,0,0,0,0,0
Ben Grubbs,3645,G,7,KC,0,0,0,0,0,32,62.2,,,,,,0,0,0,0,0
Greg Olsen,3647,TE,2,CAR,3,0,0,0,0,0,59.3,,,,,,0,0,0,0,0
Alan Branch,3649,DI,16,NE,0,0,12,0,59,43,60.1,,,,,,0,0,0,0,0
Paul Posluszny,3650,LB,14,JAX,0,0,2,0,74,0,61.1,,,,,,0,0,0,0,0
Eric Weddle,3653,S,9,SD,3,30,0,29,28,0,51.9,,,,,,0,0,2,0,0
Lamarr Woodley,3662,ED,7,ARZ,0,0,1,0,10,0,60.8,,,,,,0,0,0,0,0
David Harris,3663,LB,16,NYJ,6,0,16,0,60,0,61.1,,,,,,0,0,0,0,0
Justin Durant,3664,LB,3,ATL,0,0,2,0,13,0,60.9,,,,,,0,0,0,0,0
Josh Wilson,3671,CB,5,DET,0,19,1,0,0,0,54.3,,,,,,1,0,1,0,0
Ryan Harris,3686,T,16,DEN,0,0,0,1,0,72,63.6,,,,,,0,0,0,0,0
Jacoby Jones,3689,WR,9,PIT,47,0,39,0,0,0,61.3,,39.0,,46.5,,0,0,0,0,0
Matt Spaeth,3693,TE,13,PIT,61,1,0,39,0,58,61.1,,,,,,0,0,1,0,0
Charles Johnson,3699,ED,5,CAR,0,0,4,0,1,0,60.8,,,,,,0,0,0,0,0
Brandon Mebane,3701,DI,13,SEA,0,0,2,0,42,0,57.3,,,,,,0,0,0,0,0
Marshal Yanda,3702,G,16,BLT,0,0,0,0,0,69,64.7,,,,,,0,0,0,0,0
Brian Robison,3718,ED,16,MIN,2,0,8,0,56,0,72.4,,,,,,0,0,0,0,0
Paul Soliai,3724,DI,14,ATL,0,0,0,0,1,55,61.6,,,,,,0,0,0,0,0
Zak DeOssie,3732,LS,12,NYG,0,0,0,54,0,58,27.8,,,,,,1,0,3,0,4
Manuel Ramirez,3733,G,15,DET,0,0,0,0,0,55,62.8,,,,,,0,0,0,0,0
Allen Barbre,3735,G,16,PHI,0,0,0,0,0,70,64.7,,,,,,0,0,0,0,0
Doug Free,3738,T,16,DAL,0,0,0,0,0,57,61.9,,,,,,0,0,0,0,0
Jermon Bushrod,3741,T,11,CHI,0,0,0,0,0,51,63.1,,,,,,0,0,0,0,0
Dashon Goldson,3742,S,15,WAS,4,65,0,0,60,0,66.7,,,,,,0,0,3,0,0
Scott Chandler,3745,TE,15,NE,1,0,0,0,0,80,61.8,,,,,,0,0,0,0,0
Tarell Brown,3763,CB,2,NE,0,4,0,0,0,0,60.0,,,,,,0,0,0,0,0
Brent Celek,3778,TE,16,PHI,88,0,6,47,0,69,61.3,,,,,,1,0,0,0,0
Corey Graham,3784,S,15,BUF,2,0,11,78,62,0,62.2,,,,,,1,1,4,0,0
William Gay,3786,CB,16,PIT,0,0,0,0,62,0,62.8,,,,,,0,0,0,0,0
Nick Folk,3794,K,8,NYJ,0,39,0,0,0,39,60.9,50.0,,,,65.2,0,0,0,0,0
Mason Crosby,3809,K,16,GB,0,80,0,0,0,65,60.9,55.9,,,,73.3,0,0,1,0,1
Trumaine McBride,3837,CB,12,NYG,16,26,11,4,26,0,55.0,,,,,,0,0,0,0,1
Brandon Fields,3841,P,2,NO,0,0,0,10,0,0,60.2,,,54.4,,,0,0,0,0,0
Alan Ball,3853,CB,14,CHI,0,5,50,0,3,0,49.7,,,,,,2,0,0,0,0
Clark Harris,3859,LS,16,CIN,0,0,0,70,0,78,53.3,,,,,,0,0,3,2,0
Craig Dahl,3920,S,15,NYG,63,84,50,72,68,0,78.7,,,,,,0,0,11,2,3
Mike Devito,3928,DI,13,KC,0,0,1,0,40,0,57.9,,,,,,0,0,0,0,0
Pierre Thomas,4080,HB,3,WAS,10,0,0,0,0,0,58.1,,59.9,,,,0,0,0,0,0
Jason Trusnik,4083,LB,8,MIN,36,44,24,32,6,0,73.2,,,,,,3,0,5,3,1
Eric Weems,4097,WR,16,ATL,51,73,64,58,0,0,57.8,,65.3,,71.2,,0,0,6,1,2
James Ihedigbo,4147,S,8,DET,3,5,2,0,10,0,58.3,,,,,,0,0,1,0,0
Brett Goode,4222,LS,14,GB,0,0,0,72,0,62,28.0,,,,,,0,0,0,0,0
Jake Long,4315,T,3,ATL,0,0,0,0,0,9,60.7,,,,,,0,0,0,0,0
Chris Long,4316,ED,6,SL,0,0,4,0,17,0,60.4,,,,,,0,0,0,0,0
Darren McFadden,4318,HB,3,DAL,5,0,0,0,0,0,59.8,,59.0,,,,0,0,0,0,0
Glenn Dorsey,4319,DI,9,SF,0,0,4,0,40,0,59.1,,,,,,0,0,0,0,0
Jerod Mayo,4324,LB,12,NE,8,0,3,10,11,0,55.4,,,,,,0,0,0,0,0
Leodis McKelvin,4325,CB,8,BUF,0,6,18,0,16,0,61.2,,,,36.9,,0,0,0,0,0
Branden Albert,4329,T,5,MIA,0,0,0,0,0,15,61.6,,,,,,0,0,0,0,0
Dominique Rodgers-Cromartie,4330,CB,14,NYG,0,1,52,0,66,0,80.4,,,,,,0,0,0,0,0
Gosder Cherilus,4331,T,13,TB,0,0,0,0,0,65,63.6,,,,,,0,0,0,0,0
Joe Flacco,4332,QB,1,BLT,0,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Aqib Talib,4334,CB,15,DEN,0,0,7,0,45,0,59.0,,,,,,2,0,0,0,0
Mike Jenkins,4339,CB,14,TB,8,42,36,4,24,0,68.0,,,,,,1,0,3,1,0
Duane Brown,4340,T,14,HST,0,0,0,1,0,47,63.0,,,,,,0,0,0,0,0
Kenny Phillips,4345,S,1,NO,0,5,0,0,0,0,60.1,,,,,,0,0,0,0,0
Brandon Flowers,4349,CB,6,SD,0,1,18,0,5,0,35.1,,,,,,1,1,0,0,0
Curtis Lofton,4351,LB,16,OAK,0,0,16,0,79,0,61.6,,,,,,0,0,0,0,0
Tracy Porter,4354,CB,6,CHI,0,0,7,0,0,0,59.9,,,,,,0,0,0,0,0
Eddie Royal,4356,WR,1,CHI,0,0,1,0,0,0,60.0,,,,60.3,,0,0,0,0,0
DeSean Jackson,4363,WR,2,WAS,1,0,4,0,0,0,60.0,,59.9,,32.2,,0,0,0,0,0
Calais Campbell,4364,DI,16,ARZ,0,0,9,0,52,89,60.6,,,,,,0,0,0,0,0
Jason Jones,4368,ED,14,DET,0,0,8,0,58,0,59.0,,,,,,0,0,0,0,0
Martellus Bennett,4375,TE,5,CHI,0,0,0,0,0,23,61.1,,,,,,0,0,0,0,0
John Greco,4379,G,13,CLV,0,0,0,0,0,47,62.6,,,,,,0,0,0,0,0
Kendall Langford,4380,DI,16,IND,0,0,0,0,77,0,57.9,,,,,,0,0,0,0,0
Charles Godfrey,4381,S,8,ATL,32,25,30,0,3,0,58.5,,,,,,1,0,0,0,0
Pat Sims,4391,DI,1,CIN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0
Jeremy Zuttah,4397,C,2,BLT,0,0,0,0,0,3,60.5,,,,,,0,0,0,0,0
Harry Douglas,4398,WR,9,TEN,2,0,23,0,0,0,60.4,,,,47.5,,0,0,0,0,0
Craig Stevens,4399,TE,14,TEN,0,0,0,0,0,47,62.1,,,,,,0,0,0,0,0
Andre Fluellen,4401,DI,3,DET,14,0,0,0,3,0,57.3,,,,,,0,0,0,0,0
Cliff Avril,4406,ED,11,SEA,1,0,14,0,21,0,60.0,,,,,,0,0,0,0,0
Philip Wheeler,4407,LB,8,ATL,15,16,22,0,22,0,59.1,,,,,,1,0,0,0,1
Andre Caldwell,4411,WR,14,DEN,33,67,53,2,0,0,57.2,,59.6,,,,0,0,0,0,2
Tyvon Branch,4414,S,16,KC,64,75,71,6,48,0,66.3,,,,,,3,0,5,1,0
William Hayes,4417,ED,12,SL,0,0,8,0,46,0,61.0,,,,,,0,0,0,0,0
Mike McGlynn,4423,G,12,NO,53,0,0,0,0,57,52.5,,,,,,1,0,0,0,0
Dwight Lowery,4427,S,7,IND,1,0,3,0,26,0,60.7,,,,,,0,0,0,0,0
Quintin Demps,4431,S,13,HST,13,3,10,0,41,0,60.4,,56.1,,,,0,0,0,0,0
Red Bryant,4435,DI,6,ARZ,0,0,1,0,17,0,58.7,,,,,,0,0,0,0,0
Jacob Tamme,4441,TE,3,ATL,1,0,0,0,0,11,60.9,,,,,,0,0,0,0,0
Tony Hills,4444,T,8,NO,0,0,0,0,0,36,62.5,,,,,,0,0,0,0,0
Josh Sitton,4449,G,15,GB,0,0,0,0,0,65,61.8,,,,,,0,0,0,0,0
Brandon Carr,4454,CB,16,DAL,0,0,30,0,74,0,55.8,,,,,,1,0,0,0,0
Gary Barnidge,4455,TE,16,CLV,4,0,0,70,0,8,49.3,,,,,,1,0,1,0,1
Zackary Bowman,4456,CB,10,MIA,47,44,42,50,0,0,70.1,,,,,,1,0,5,0,1
Jerome Felton,4460,FB,15,BUF,78,0,0,0,0,0,51.4,,,,,,0,0,0,0,0
Tim Hightower,4463,HB,4,NO,0,15,14,0,0,0,40.3,,,,,,0,0,1,0,1
Breno Giacomini,4464,T,16,NYJ,0,0,0,0,0,77,63.4,,,,,,0,0,0,0,0
Letroy Guion,4466,DI,11,GB,0,0,0,0,2,43,63.6,,,,,,0,0,0,0,0
Matthew Slater,4467,WR,16,NE,64,99,73,73,1,0,74.9,,60.0,,,,2,1,14,0,7
Kroy Biermann,4468,ED,16,ATL,75,76,2,59,65,54,60.9,,,,,,0,0,3,0,0
Kellen Davis,4472,TE,14,NYJ,66,0,10,61,0,8,38.6,,,,,,0,0,2,0,3
Nick Hayden,4495,DI,16,DAL,0,0,11,0,73,1,58.1,,,,,,0,0,0,0,0
Ahtyba Rubin,4504,DI,14,SEA,0,0,0,0,47,0,59.0,,,,,,0,0,0,0,0
Joe Mays,4514,LB,9,SD,46,41,40,41,0,0,61.6,,,,,,0,0,2,1,1
Andy Studebaker,4517,ED,3,IND,14,14,13,19,2,11,56.8,,,,,,0,0,0,0,0
Pierre Garcon,4519,WR,4,WAS,4,0,0,0,0,0,75.1,,,,,,0,0,0,0,0
Steve Johnson,4538,WR,2,SD,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Cary Williams,4543,CB,10,SEA,0,0,13,0,37,0,61.7,,,,,,0,0,0,0,0
King Dunlap,4544,T,4,SD,0,0,0,0,0,12,61.1,,,,,,0,0,0,0,0
Justin Forsett,4547,HB,1,BLT,0,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Geoff Schwartz,4555,G,10,NYG,0,0,0,0,0,51,57.1,,,,,,1,0,0,0,0
Mackenzy Bernadeau,4564,G,16,DAL,0,0,0,0,0,57,62.8,,,,,,0,0,0,0,0
Brett Kern,4580,P,16,TEN,0,0,0,91,0,47,63.1,,,87.6,,,0,0,0,0,1
Tyler Polumbus,4581,T,5,DEN,0,0,0,0,0,24,62.0,,,,,,0,0,0,0,0
Wesley Woodyard,4583,LB,16,TEN,14,22,10,91,67,0,64.4,,,,,,1,0,4,1,1
JoLonn Dunbar,4588,LB,3,NO,12,4,6,0,0,0,40.6,,,,,,1,0,0,0,0
Ryan Wendell,4602,C,2,NE,6,0,0,0,0,12,58.7,,,,,,0,0,0,0,0
Chris Clark,4623,T,8,HST,0,0,0,0,0,32,62.1,,,,,,0,0,0,0,0
Fernando Velasco,4641,C,5,CAR,0,0,0,0,0,37,61.6,,,,,,0,0,0,0,0
Husain Abdullah,4652,S,11,KC,36,0,28,31,35,0,69.2,,,,,,1,0,2,0,0
Leger Douzable,4654,DI,16,NYJ,45,0,0,0,38,77,56.6,,,,,,1,0,0,0,0
Stephen Hauschka,4655,K,16,SEA,0,91,0,0,0,75,61.0,71.8,,,,76.8,0,0,1,0,0
Erin Henderson,4656,LB,16,NYJ,26,65,44,81,12,0,67.2,,,,,,0,0,10,1,2
Brian De La Puente,4679,C,3,WAS,0,0,0,0,0,6,60.6,,,,,,0,0,0,0,0
David Hawthorne,4693,LB,11,NO,25,14,21,38,6,0,57.9,,,,,,0,0,1,2,0
Dan Carpenter,4697,K,16,BUF,0,4,0,0,0,67,60.5,60.0,,,,40.7,0,0,1,0,0
Matthew Mulligan,4701,TE,12,BUF,45,0,0,0,0,52,55.3,,,,,,0,0,0,0,0
Marcel Reece,4702,FB,15,OAK,77,10,38,19,0,0,61.6,,57.4,,,,0,0,0,0,0
Ropati Pitoitua,4707,DI,1,TEN,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0
