year,player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
2017,Robert Golden,7303,S,9,PIT,121,4,2,54,22,0,1,56.3,0.45,30.3,60.5
2017,Keith Tandy,7166,S,8,TB,119,3,2,15,18,0,0,78.5,0.13,39.7,59.5
2017,Malik Hooker,11770,S,7,IND,233,8,4,84,20,3,3,87.5,0.36,29.1,58.3
2017,Steven Terrell,8450,S,2,KC,55,2,1,18,5,0,1,41.7,0.33,27.5,55
2017,Darian Thompson,10705,S,16,NYG,573,29,11,147,57,2,1,63.4,0.26,19.8,52.1
2017,Clayton Geathers,9542,S,5,IND,52,1,1,9,6,0,0,104.2,0.17,52,52
2017,Ibraheim Campbell,9548,S,6,HST,103,3,2,20,0,2,0,125,0.19,34.3,51.5
2017,Dymonte Thomas,49127,S,3,DEN,49,1,1,2,2,0,0,79.2,0.04,49,49
2017,Chris Maragos,5906,S,1,PHI,47,1,1,16,1,0,0,118.8,0.34,47,47
2017,Earl Thomas III,5539,S,14,SEA,512,19,11,160,95,2,2,80.9,0.31,26.9,46.5
2017,Lorenzo Jerome,12308,S,4,SF,46,1,1,6,4,0,0,91.7,0.13,46,46
2017,Anthony Harris,9895,S,5,MIN,130,5,3,24,14,0,0,72.1,0.18,26,43.3
2017,Marwin Evans,11343,S,10,GB,86,4,2,22,5,1,0,106.3,0.26,21.5,43
2017,Marcus Maye,11794,S,16,NYJ,558,18,13,196,88,3,2,107.6,0.35,31,42.9
2017,Kai Nacua,12102,S,6,CLV,127,4,3,18,9,0,0,83.3,0.14,31.8,42.3
2017,Adrian Colbert,11983,S,9,SF,291,10,7,76,24,1,0,125.4,0.26,29.1,41.6
2017,Rodney McLeod,7271,S,14,PHI,531,16,13,218,136,0,3,79.2,0.41,33.2,40.8
2017,Lamarcus Joyner,8676,S,12,LA,406,26,10,125,45,1,3,27.4,0.31,15.6,40.6
2017,Bryce Hager,9657,LB,8,LA,81,5,2,48,41,0,0,75.4,0.59,16.2,40.5
2017,Clayton Fejedelem,10879,S,13,CIN,156,8,4,52,21,0,1,31.3,0.33,19.5,39
2017,Blidi Wreh-Wilson,7851,CB,4,ATL,38,3,1,6,0,1,0,81.9,0.16,12.7,38
2017,Jimmie Ward,8665,S,7,SF,223,8,6,186,119,1,0,156.3,0.83,27.9,37.2
2017,Glover Quin,5035,S,16,DET,591,23,16,113,65,1,3,55.4,0.19,25.7,36.9
2017,Eric Weddle,3653,S,16,BLT,604,24,17,202,119,1,6,70.5,0.33,25.2,35.5
2017,Jason Verrett,8660,CB,1,LAC,35,4,1,4,0,0,0,39.6,0.11,8.8,35
2017,Reggie Nelson,3637,S,16,OAK,554,29,16,248,136,1,1,80.8,0.45,19.1,34.6
2017,George Iloka,7159,S,16,CIN,517,26,15,214,75,0,1,68.4,0.41,19.9,34.5
2017,Tashaun Gipson Sr.,7288,S,16,JAX,576,30,17,215,91,2,4,61.8,0.37,19.2,33.9
2017,Ricardo Allen,8782,S,15,ATL,575,22,17,159,66,1,1,92.8,0.28,26.1,33.8
2017,Quintin Demps,4431,S,3,CHI,100,6,3,127,54,1,0,135.4,1.27,16.7,33.3
2017,Terrance Smith,11181,LB,2,KC,33,2,1,1,0,0,1,16.7,0.03,16.5,33
2017,Ha Ha Clinton-Dix,8656,S,16,GB,557,27,17,261,122,1,3,67.6,0.47,20.6,32.8
2017,Andrew Sendejo,6118,S,13,MIN,457,24,14,229,35,1,2,69.6,0.5,19,32.6
2017,Barry Church,5924,S,16,JAX,552,28,17,256,88,1,4,63.1,0.46,19.7,32.5
2017,Von Miller,6154,ED,16,DEN,32,2,1,11,0,1,0,106.3,0.34,16,32
2017,Darius Butler,4964,S,15,IND,316,13,10,167,71,0,0,118.3,0.53,24.3,31.6
2017,Jabrill Peppers,11780,S,13,CLV,407,16,13,185,78,2,1,128.4,0.45,25.4,31.3
2017,Antoine Bethea,3152,S,15,ARZ,472,22,16,244,102,1,5,84.5,0.52,21.5,29.5
2017,Devante Bond,10817,LB,10,TB,28,2,1,6,0,0,0,56.3,0.21,14,28
2017,Ron Parker,6625,S,15,KC,577,32,21,253,95,1,2,74.1,0.44,18,27.5
2017,Jarrod Wilson,10902,S,11,JAX,27,1,1,4,0,0,0,83.3,0.15,27,27
2017,Michael Thomas,7279,S,6,MIA,54,5,2,21,11,0,0,52.9,0.39,10.8,27
2017,Nate Allen,5562,S,7,MIA,214,9,8,115,41,1,0,155.8,0.54,23.8,26.8
2017,T.J. McDonald,7852,S,8,MIA,294,13,11,184,71,1,1,112.3,0.63,22.6,26.7
2017,Chris Conte,6245,S,16,TB,425,29,16,256,125,0,1,70.5,0.6,14.7,26.6
2017,William Jackson III,10658,CB,14,CIN,396,43,15,151,48,0,1,36.1,0.38,9.2,26.4
2017,Chris Prosinski,6273,S,3,CHI,79,5,3,35,17,0,0,81.3,0.44,15.8,26.3
2017,Shalom Luani,11976,S,12,OAK,104,7,4,46,4,1,0,116.7,0.44,14.9,26
2017,T.J. Green,10691,S,15,IND,153,10,6,103,32,1,0,128.3,0.67,15.3,25.5
2017,Shawn Williams,7865,S,11,CIN,306,15,12,88,49,1,1,85.6,0.29,20.4,25.5
2017,Marcus Gilchrist,6202,S,16,HST,453,30,18,211,65,1,1,78.6,0.47,15.1,25.2
2017,T.J. Ward,5563,S,12,TB,227,14,9,110,30,2,0,128,0.48,16.2,25.2
2017,Connor Barwin,4969,ED,14,LA,75,5,3,5,6,0,0,64.6,0.07,15,25
2017,Harrison Smith,7641,S,16,MIN,564,42,23,140,79,0,5,22,0.25,13.4,24.5
2017,Deon Bush,10758,S,5,CHI,47,4,2,24,15,1,0,108.3,0.51,11.8,23.5
2017,D.J. Swearinger Sr.,7838,S,16,WAS,586,38,25,393,113,4,4,95.5,0.67,15.4,23.4
2017,Corey Moore,10117,S,11,HST,115,10,5,52,10,2,0,105,0.45,11.5,23
2017,Chase Allen,12211,LB,11,MIA,69,5,3,12,5,1,0,104.2,0.17,13.8,23
2017,Micah Hyde,7941,S,16,BUF,597,42,26,282,80,3,5,65.9,0.47,14.2,23
2017,Keith McGill,8751,S,10,OAK,46,4,2,10,13,0,0,56.3,0.22,11.5,23
2017,Tony Jefferson,8361,S,16,BLT,595,33,26,291,99,6,1,130.4,0.49,18,22.9
2017,Damontae Kazee,11904,S,8,ATL,91,4,4,24,21,0,0,91.7,0.26,22.8,22.8
2017,Deshazor Everett,9940,S,13,WAS,295,23,13,176,30,2,0,110.1,0.6,12.8,22.7
2017,Kurtis Drummond,10015,S,7,HST,22,1,1,6,5,0,0,91.7,0.27,22,22
2017,Greg Mabin,12068,CB,4,SF,44,6,2,28,6,1,0,88.9,0.64,7.3,22
2017,J.J. Wilcox,7861,S,6,PIT,87,4,4,21,19,0,1,49,0.24,21.8,21.8
2017,Eddie Jackson,11867,S,16,CHI,587,33,27,286,111,3,2,107.8,0.49,17.8,21.7
2017,Nick Bellore,6515,LB,7,DET,43,5,2,6,1,0,0,47.9,0.14,8.6,21.5
2017,Corey Graham,3784,S,14,PHI,255,16,12,90,75,0,2,48.4,0.35,15.9,21.3
2017,Patrick Peterson,6157,CB,16,ARZ,593,60,28,394,106,4,1,83.6,0.66,9.9,21.2
2017,Jeff Heath,8396,S,15,DAL,528,29,25,267,123,2,3,88.4,0.51,18.2,21.1
2017,Alterraun Verner,5628,CB,6,MIA,104,17,5,123,37,1,0,76.8,1.18,6.1,20.8
2017,Darian Stewart,5820,S,16,DEN,476,30,23,272,104,4,3,103.7,0.57,15.9,20.7
2017,Jordan Poyer,8000,S,15,BUF,549,38,27,293,101,0,5,53.8,0.53,14.4,20.3
2017,Reshad Jones,5686,S,16,MIA,522,37,26,384,162,6,2,120.9,0.74,14.1,20.1
2017,Kevin Byard,10698,S,16,TEN,643,47,32,327,170,6,8,87.8,0.51,13.7,20.1
2017,Eric Lee,11165,ED,6,NE,20,2,1,17,3,0,1,39.6,0.85,10,20
2017,Anthony Zettel,10836,ED,16,DET,20,3,1,1,0,1,0,81.9,0.05,6.7,20
2017,DeAngelo Hall,1729,S,4,WAS,100,7,5,72,19,1,0,144,0.72,14.3,20
2017,Yannick Ngakoue,10703,ED,16,JAX,20,2,1,5,1,0,0,56.3,0.25,10,20
2017,Andre Hal,8850,S,16,HST,509,36,26,431,199,8,3,117,0.85,14.1,19.6
2017,Kam Chancellor,5656,S,9,SEA,351,29,18,207,99,1,0,95,0.59,12.1,19.5
2017,Landon Collins,9466,S,15,NYG,465,37,24,383,175,2,2,94.8,0.82,12.6,19.4
2017,John Johnson III,11847,S,15,LA,446,38,23,233,72,5,1,106.7,0.52,11.7,19.4
2017,Briean Boddy-Calhoun,10903,CB,13,CLV,329,32,17,151,54,1,0,76.4,0.46,10.3,19.4
2017,Justin Evans,11805,S,13,TB,405,33,21,372,85,5,3,103.8,0.92,12.3,19.3
2017,Karl Joseph,10648,S,15,OAK,478,37,25,275,137,1,1,87.1,0.58,12.9,19.1
2017,Kentrell Brice,11142,S,6,GB,153,12,8,121,50,0,1,64.9,0.79,12.8,19.1
2017,Mario Addison,6558,ED,16,CAR,19,1,1,7,3,0,0,95.8,0.37,19,19
2017,Trae Elston,11226,S,2,MIA,57,3,3,48,7,0,1,79.2,0.84,19,19
2017,Kavon Frazier,10846,S,13,DAL,133,7,7,42,30,0,0,91.7,0.32,19,19
2017,Derrick Johnson,2232,LB,15,KC,448,43,24,183,91,1,0,74.1,0.41,10.4,18.7
2017,Reggie Ragland,10675,LB,12,KC,130,10,7,58,36,0,0,84.6,0.45,13,18.6
2017,Devin McCourty,5552,S,16,NE,630,55,34,424,136,4,1,102.4,0.67,11.5,18.5
2017,Kareem Martin,8719,ED,16,ARZ,37,3,2,7,4,0,1,30.6,0.19,12.3,18.5
2017,Tyvon Branch,4414,S,9,ARZ,332,27,18,133,54,2,0,102.9,0.4,12.3,18.4
2017,Richard Sherman,6306,CB,9,SEA,330,40,18,230,60,2,2,59.4,0.7,8.3,18.3
2017,Maurice Alexander,8745,S,4,LA,109,8,6,84,67,1,0,147.9,0.77,13.6,18.2
2017,Erik Walden,4481,ED,16,TEN,72,5,4,44,28,0,0,103.3,0.61,14.4,18
2017,Marcus Sherels,6017,CB,3,MIN,18,2,1,7,3,0,0,58.3,0.39,9,18
2017,Mike Adams,1972,S,16,CAR,576,47,32,304,190,5,2,103.5,0.53,12.3,18
2017,Carlos Dunlap,5579,ED,16,CIN,18,2,1,4,7,0,1,16.7,0.22,9,18
2017,Arthur Moats,5701,ED,12,PIT,18,2,1,37,36,0,0,95.8,2.06,9,18
2017,Jairus Byrd,4965,S,9,CAR,108,9,6,71,26,0,0,90.5,0.66,12,18
2017,Jamal Adams,11761,S,16,NYJ,520,46,29,397,138,6,0,130.2,0.76,11.3,17.9
2017,Casey Hayward Jr.,7064,CB,16,LAC,566,75,32,537,150,3,4,58.6,0.95,7.5,17.7
2017,Aqib Talib,4334,CB,15,DEN,442,46,25,250,84,3,1,82.7,0.57,9.6,17.7
2017,Chris Harris Jr.,6457,CB,16,DEN,486,55,28,384,153,3,2,76.6,0.79,8.8,17.4
2017,Ben Gedeon,11875,LB,15,MIN,87,5,5,37,32,0,0,97.5,0.43,17.4,17.4
2017,Josh Shaw,9553,S,16,CIN,363,28,21,286,117,1,0,119,0.79,13,17.3
2017,Jaquiski Tartt,9479,S,9,SF,290,26,17,158,91,2,1,91.5,0.54,11.2,17.1
2017,T.J. Watt,11785,ED,15,PIT,171,19,10,140,98,1,1,72.3,0.82,9,17.1
2017,Dannell Ellerbe,5442,LB,2,PHI,17,1,1,22,27,0,0,118.8,1.29,17,17
2017,Keith Reaser,8805,CB,1,KC,34,6,2,19,0,0,0,43.1,0.56,5.7,17
2017,Trevor Williams,11004,CB,16,LAC,579,68,34,476,143,2,2,70.5,0.82,8.5,17
2017,Sidney Jones,11798,CB,1,PHI,17,2,1,3,0,0,0,56.3,0.18,8.5,17
2017,Curtis Riley,10109,S,7,TEN,85,7,5,62,27,0,1,58.9,0.73,12.1,17
2017,Kurt Coleman,5767,S,12,CAR,448,33,27,315,151,1,0,116.5,0.7,13.6,16.6
2017,Eric Berry,5530,S,1,KC,33,4,2,33,4,0,0,78.1,1,8.3,16.5
2017,Xavier Woods,11946,S,15,DAL,346,27,21,167,83,1,1,89.4,0.48,12.8,16.5
2017,Josh Norman,7649,CB,14,WAS,491,49,30,477,156,3,0,114.1,0.97,10,16.4
2017,Xavier Woodson-Luster,50835,LB,1,OAK,16,2,1,11,8,0,0,66.7,0.69,8,16
2017,Matthias Farley,10953,S,16,IND,441,44,28,457,252,2,2,94.6,1.04,10,15.8
2017,Justin Simmons,10732,S,13,DEN,380,39,24,320,130,4,2,100.4,0.84,9.7,15.8
2017,Tre'Davious White,11782,CB,16,BUF,617,78,39,601,195,3,4,67.3,0.97,7.9,15.8
2017,David Harris,3663,LB,8,NE,78,8,5,41,45,0,0,75.5,0.53,9.8,15.6
2017,Prince Amukamara,6171,CB,14,CHI,483,51,31,365,90,1,0,89.1,0.76,9.5,15.6
2017,Vonn Bell,10695,S,16,NO,449,41,29,325,174,1,0,102.2,0.72,11,15.5
2017,Samson Ebukam,11880,ED,16,LA,62,7,4,9,16,0,0,62.2,0.15,8.9,15.5
2017,Desmond Trufant,7803,CB,15,ATL,544,61,35,513,173,6,2,104.1,0.94,8.9,15.5
2017,Johnathan Cyprien,7814,S,10,TEN,341,28,22,262,175,3,0,141.4,0.77,12.2,15.5
2017,Bud Dupree,9455,ED,15,PIT,123,12,8,49,18,0,0,74.7,0.4,10.3,15.4
2017,Jamal Carter,49282,S,8,DEN,46,4,3,13,17,0,0,78.1,0.28,11.5,15.3
2017,Adrian Amos,9575,S,12,CHI,366,33,24,171,84,1,1,81.8,0.47,11.1,15.3
2017,Leon Hall,3634,CB,9,SF,138,13,9,143,60,0,0,105.6,1.04,10.6,15.3
2017,A.J. Bouye,8110,CB,16,JAX,583,84,38,435,72,0,6,31.6,0.75,6.9,15.3
2017,Derrick Kindred,10763,S,14,CLV,301,26,20,261,170,4,1,131.6,0.87,11.6,15.1
2017,Carl Lawson,11871,ED,16,CIN,15,1,1,12,8,0,0,116.7,0.8,15,15
2017,Lafayette Pitts,11210,CB,4,BUF,15,1,1,13,4,0,0,118.8,0.87,15,15
2017,Jimmy Smith,6179,CB,12,BLT,339,40,23,292,107,0,3,49.2,0.86,8.5,14.7
2017,Anthony Chickillo,9645,ED,15,PIT,44,3,3,25,23,0,0,101.4,0.57,14.7,14.7
2017,Bryce Callahan,10000,CB,12,CHI,336,39,23,276,142,2,2,76.4,0.82,8.6,14.6
2017,Quandre Diggs,9633,CB,16,DET,478,52,33,420,270,3,3,83.8,0.88,9.2,14.5
2017,William Gay,3786,CB,16,PIT,231,21,16,141,70,1,1,89.6,0.61,11,14.4
2017,Joe Haden,5532,CB,11,PIT,360,44,25,437,159,1,1,88.9,1.21,8.2,14.4
2017,Sean Spence,7087,LB,4,PIT,72,10,5,31,23,1,0,90,0.43,7.2,14.4
2017,Bashaud Breeland,8737,CB,15,WAS,486,69,34,397,147,3,1,75.6,0.82,7,14.3
2017,Emmanuel Lamur,7561,LB,8,MIN,57,4,4,25,22,0,0,92.7,0.44,14.3,14.3
2017,Rontez Miles,8102,S,13,NYJ,71,7,5,56,24,1,0,134.5,0.79,10.1,14.2
2017,Tavon Wilson,7051,S,10,DET,282,28,20,227,114,1,1,92.4,0.8,10.1,14.1
2017,Jermaine Whitehead,9698,S,9,GB,84,8,6,95,48,1,0,153.6,1.13,10.5,14
2017,Matt Longacre,9910,ED,14,LA,14,1,1,1,0,1,0,118.8,0.07,14,14
2017,Sherrick McManis,5667,CB,7,CHI,14,1,1,12,0,0,0,116.7,0.86,14,14
2017,Gareon Conley,11779,CB,2,OAK,56,5,4,35,1,0,0,95.8,0.63,11.2,14
2017,Darrelle Revis,3630,CB,5,KC,126,16,9,114,31,0,0,78.6,0.9,7.9,14
2017,Artie Burns,10659,CB,16,PIT,571,77,41,534,140,4,1,87.3,0.94,7.4,13.9
2017,Sean Smith,4984,CB,14,OAK,417,46,30,463,157,2,2,94.7,1.11,9.1,13.9
2017,Jaylen Watkins,8736,CB,10,PHI,111,11,8,95,56,0,0,98.7,0.86,10.1,13.9
2017,Michael Wilhoite,6989,LB,14,SEA,82,7,6,48,22,1,1,95.2,0.59,11.7,13.7
2017,Bradley McDougald,8220,S,15,SEA,369,40,27,196,122,1,0,87.1,0.53,9.2,13.7
2017,Brice McCain,5112,CB,15,TEN,274,36,20,265,103,1,0,88.3,0.97,7.6,13.7
2017,Daniel Sorensen,9253,S,15,KC,531,54,39,478,275,3,1,110,0.9,9.8,13.6
2017,Nigel Bradham,7105,LB,15,PHI,529,56,39,327,274,2,0,96.4,0.62,9.4,13.6
2017,Blake Countess,10830,S,11,LA,109,9,8,155,49,0,1,79.2,1.42,12.1,13.6
2017,Demetrious Cox,51176,S,1,CAR,27,2,2,23,19,0,0,114.6,0.85,13.5,13.5
2017,Leon McQuay,11973,CB,1,KC,27,3,2,32,14,0,0,102.1,1.19,9,13.5
2017,Anthony Levine,6013,S,16,BLT,188,20,14,94,49,0,1,59.2,0.5,9.4,13.4
2017,Will Compton,8308,LB,5,WAS,67,9,5,81,52,0,1,46.3,1.21,7.4,13.4
2017,Xavien Howard,10672,CB,16,MIA,561,80,42,482,124,4,4,66.8,0.86,7,13.4
2017,Preston Smith,9471,ED,16,WAS,67,8,5,29,21,0,2,29.7,0.43,8.4,13.4
2017,Benardrick McKinney,9476,LB,16,HST,319,29,24,251,201,1,0,114.2,0.79,11,13.3
2017,Miles Killebrew,10745,S,15,DET,213,25,16,260,92,1,1,95.4,1.22,8.5,13.3
2017,Byron Jones,9460,S,16,DAL,516,61,39,342,172,5,1,99.2,0.66,8.5,13.2
2017,Tramon Williams,3558,CB,13,ARZ,408,63,31,351,111,1,2,58.4,0.86,6.5,13.2
2017,Marcus Peters,9451,CB,14,KC,542,72,41,464,131,4,5,66,0.86,7.5,13.2
2017,Rashard Robinson,10767,CB,10,NYJ,261,42,20,321,74,4,1,95.4,1.23,6.2,13.1
2017,Teez Tabor,11808,CB,9,DET,130,17,10,93,43,1,0,93.5,0.72,7.6,13
2017,Avery Williamson,8786,LB,16,TEN,274,28,21,311,213,1,0,122.8,1.14,9.8,13
2017,Trevon Coley,11093,DI,15,CLV,13,1,1,2,5,0,0,79.2,0.15,13,13
2017,Demarcus Lawrence,8669,ED,16,DAL,13,3,1,4,10,0,0,42.4,0.31,4.3,13
2017,Malcolm Jenkins,4937,S,16,PHI,568,65,44,375,229,2,2,80,0.66,8.7,12.9
2017,Terence Newman,1321,CB,16,MIN,359,51,28,293,127,2,1,76.7,0.82,7,12.8
2017,Tye Smith,9603,CB,5,TEN,76,15,6,87,23,0,1,31.8,1.14,5.1,12.7
2017,Rafael Bush,5779,S,10,NO,114,15,9,74,46,1,0,94.9,0.65,7.6,12.7
2017,Cre'Von LeBlanc,11218,CB,8,CHI,127,16,10,125,50,0,0,86.7,0.98,7.9,12.7
2017,Mike Jordan,11189,CB,8,CLV,139,21,11,129,11,1,0,87.2,0.93,6.6,12.6
2017,Manti Te'o,7819,LB,15,NO,200,23,16,191,120,0,0,94.7,0.96,8.7,12.5
2017,P.J. Williams,9511,CB,13,NO,375,47,30,391,211,1,2,79.3,1.04,8,12.5
2017,Devon Kennard,8809,ED,15,NYG,125,13,10,82,50,1,0,118.1,0.66,9.6,12.5
2017,Brandon Carr,4454,CB,16,BLT,588,84,47,651,154,2,4,69.1,1.11,7,12.5
2017,Marshon Lattimore,11766,CB,13,NO,451,68,36,486,185,0,5,45.3,1.08,6.6,12.5
2017,Jourdan Lewis,11846,CB,15,DAL,458,62,37,384,146,5,1,97.8,0.84,7.4,12.4
2017,Eric Murray,10740,S,14,KC,298,39,24,306,111,1,0,94.6,1.03,7.6,12.4
2017,Ryan Kerrigan,6168,ED,16,WAS,49,6,4,58,42,0,1,58.3,1.18,8.2,12.3
2017,Harlan Miller,10839,S,3,ARZ,37,3,3,45,15,0,0,118.8,1.22,12.3,12.3
2017,Malcolm Butler,9040,CB,16,NE,640,90,52,698,233,6,2,95.5,1.09,7.1,12.3
2017,Sean Davis,10692,S,16,PIT,529,59,43,543,212,2,3,91.3,1.03,9,12.3
2017,L.J. Fort,7292,LB,7,PIT,49,7,4,48,49,1,0,117.9,0.98,7,12.3
2017,Kevon Seymour,10852,CB,14,CAR,197,28,16,267,119,1,0,101.3,1.36,7,12.3
2017,Luke Kuechly,7015,LB,15,CAR,539,62,44,402,298,1,3,73.5,0.75,8.7,12.3
2017,Myles Jack,10670,LB,16,JAX,518,53,42,378,196,3,0,115.3,0.73,9.8,12.3
2017,Jalen Ramsey,10639,CB,16,JAX,572,92,47,586,153,3,4,63.9,1.02,6.2,12.2
2017,Damarious Randall,9463,CB,14,GB,402,53,33,433,145,4,4,81.7,1.08,7.6,12.2
2017,Cordrea Tankersley,11852,CB,11,MIA,339,42,28,387,103,3,0,119.8,1.14,8.1,12.1
2017,Jahleel Addae,8117,S,16,LAC,574,72,48,515,284,1,0,92.1,0.9,8,12
2017,Junior Galette,6018,ED,16,WAS,12,1,1,12,4,0,0,116.7,1,12,12
2017,John Simon,7911,ED,9,IND,84,10,7,78,53,0,1,53.3,0.93,8.4,12
2017,Vince Williams,7988,LB,16,PIT,288,35,24,265,219,0,1,78.9,0.92,8.2,12
2017,Jordan Lucas,10838,S,3,MIA,12,1,1,11,10,0,0,112.5,0.92,12,12
2017,Bobby Wagner,7050,LB,16,SEA,540,63,45,404,169,3,2,91,0.75,8.6,12
2017,Trevor Reilly,8867,LB,4,NE,12,1,1,5,10,0,0,87.5,0.42,12,12
2017,Kyler Fackrell,10722,ED,16,GB,24,2,2,6,5,0,0,79.2,0.25,12,12
2017,Kayvon Webster,7871,CB,11,LA,347,50,29,327,77,1,1,76,0.94,6.9,12
2017,Zach Cunningham,11812,LB,16,HST,382,43,32,293,177,3,0,115.7,0.77,8.9,11.9
2017,Morgan Burnett,5596,S,12,GB,368,43,31,306,200,5,0,130.6,0.83,8.6,11.9
2017,Jake Ryan,9562,LB,14,GB,202,20,17,156,115,1,0,115.8,0.77,10.1,11.9
2017,Kendall Fuller,10718,CB,16,WAS,476,71,40,370,168,2,4,56.7,0.78,6.7,11.9
2017,Korey Toomer,7147,LB,11,LAC,95,15,8,61,27,0,1,35.7,0.64,6.3,11.9
2017,Colin Jones,6342,S,8,CAR,95,10,8,57,51,1,1,84.2,0.6,9.5,11.9
2017,Marquis Flowers,8846,LB,11,NE,131,16,11,101,78,0,0,85.7,0.77,8.2,11.9
2017,Xavier Rhodes,7806,CB,16,MIN,541,84,46,553,148,2,2,73.2,1.02,6.4,11.8
2017,Marlon Humphrey,11771,CB,16,BLT,379,69,32,411,100,0,2,53.5,1.08,5.5,11.8
2017,Brian Orakpo,4936,ED,16,TEN,94,10,8,55,19,0,0,89.6,0.59,9.4,11.8
2017,Frank Zombo,5945,ED,15,KC,47,6,4,28,17,1,0,116.7,0.6,7.8,11.8
2017,Stephon Gilmore,7016,CB,13,NE,496,67,42,509,154,3,2,88.5,1.03,7.4,11.8
2017,Adam Jones,2223,CB,9,CIN,176,30,15,142,27,1,1,60.7,0.81,5.9,11.7
2017,Keanu Neal,10651,S,16,ATL,609,74,52,536,297,4,1,103.2,0.88,8.2,11.7
2017,De'Vondre Campbell,10749,LB,16,ATL,480,58,41,390,224,1,0,94.8,0.81,8.3,11.7
2017,Anthony Brown,10823,CB,16,DAL,501,73,43,570,133,7,2,104.3,1.14,6.9,11.7
2017,Logan Ryan,7864,CB,15,TEN,534,75,46,556,209,5,0,106.3,1.04,7.1,11.6
2017,Charles Washington,11137,S,12,DET,58,5,5,87,53,0,0,118.8,1.5,11.6,11.6
2017,Johnathan Joseph,2969,CB,16,HST,454,67,39,660,259,4,2,99.1,1.45,6.8,11.6
2017,Morris Claiborne,7012,CB,15,NYJ,497,71,43,520,139,3,1,91.3,1.05,7,11.6
2017,Andre Branch,7042,ED,14,MIA,23,2,2,10,1,0,0,87.5,0.43,11.5,11.5
2017,Ahkello Witherspoon,11821,CB,12,SF,358,52,31,494,135,3,2,94.6,1.38,6.9,11.5
2017,Vontaze Burfict,7280,LB,10,CIN,299,31,26,230,178,0,0,97.6,0.77,9.6,11.5
2017,Justin Durant,3664,LB,7,DAL,69,7,6,94,41,0,0,118.8,1.36,9.9,11.5
2017,Ross Cockrell,8744,CB,14,NYG,375,60,33,374,195,3,3,69.7,1,6.3,11.4
2017,Eddie Pleasant,7593,S,16,HST,205,23,18,214,116,0,1,87.3,1.04,8.9,11.4
2017,Shaquill Griffin,11845,CB,15,SEA,511,85,45,532,110,2,1,75.2,1.04,6,11.4
