player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Robert Woods,7822,WR,16,LA,127,86,67.7,1219,6,87.9,87.9,90.8,84.7,78.9,14.2,428,5.0,39,66,2,3,0,7,104.4,5,0
Keenan Allen,7857,WR,16,LAC,125,97,77.6,1196,6,90.3,90.5,90.0,61.7,,12.3,402,4.1,54,62,3,2,2,7,115.9,5,0
Christian McCaffrey,11763,HB,16,CAR,122,108,88.5,874,6,82.8,89.1,91.8,58.7,62.6,8.1,861,8.0,38,41,0,0,2,21,112.9,0,0
Odell Beckham Jr.,8647,WR,12,NYG,119,77,64.7,1052,6,90.0,89.9,84.0,84.6,,13.7,318,4.1,51,51,3,4,0,20,95.6,2,0
T.Y. Hilton,7092,WR,14,IND,116,76,65.5,1270,6,86.6,86.0,78.3,82.2,,16.7,447,5.9,68,53,4,3,0,7,108.8,2,1
James White,8765,HB,16,NE,116,87,75.0,751,7,71.4,83.8,81.4,90.0,73.2,8.6,683,7.9,42,38,5,1,0,7,108.1,1,0
Kenny Golladay,11851,WR,15,DET,115,70,60.9,1063,5,81.0,81.3,81.9,49.4,,15.2,350,5.0,60,55,3,2,1,7,98.6,4,1
Saquon Barkley,45791,HB,16,NYG,114,91,79.8,721,4,85.2,86.3,78.1,91.5,54.0,7.9,787,8.6,57,30,5,1,0,31,101.1,1,0
Brandin Cooks,8655,WR,16,LA,110,80,72.7,1204,5,79.7,80.5,90.7,55.7,,15.1,352,4.4,57,56,1,2,1,7,115.9,2,0
Corey Davis,11760,WR,16,TEN,108,65,60.2,891,4,76.4,75.8,72.2,48.2,,13.7,274,4.2,51,46,4,1,1,8,95.1,2,0
Eric Ebron,8645,TE,16,IND,108,66,61.1,750,13,67.5,71.9,61.7,47.8,72.6,11.4,244,3.7,53,38,5,3,0,3,110.0,5,1
Larry Fitzgerald,1724,WR,16,ARZ,107,69,64.5,734,6,73.2,72.3,81.0,81.4,,10.6,212,3.1,37,39,3,3,0,11,91.4,2,1
Julian Edelman,5156,WR,12,NE,105,74,70.5,850,6,75.2,74.1,49.3,86.6,,11.5,349,4.7,36,41,8,2,0,5,105.7,5,1
Golden Tate,5585,WR,15,PHI,105,74,70.5,795,4,70.1,69.8,61.1,29.6,,10.7,429,5.8,67,32,7,2,2,23,97.1,2,0
Tyler Boyd,10689,WR,14,CIN,103,76,73.8,1028,7,84.5,85.7,84.0,82.3,,13.5,422,5.6,49,54,3,0,0,6,127.8,2,1
Adam Humphries,10075,WR,16,TB,103,76,73.8,816,5,75.2,74.0,84.2,86.5,,10.7,433,5.7,51,48,3,1,0,9,108.7,1,1
Amari Cooper,9437,WR,15,DAL,102,75,73.5,1005,7,77.9,76.5,73.0,28.4,,13.4,415,5.5,90,53,5,3,2,4,115.0,1,1
Sterling Shepard,10674,WR,16,NYG,102,66,64.7,872,4,67.3,66.2,49.8,81.4,42.3,13.2,316,4.8,58,47,8,2,0,6,96.5,6,3
Zay Jones,11792,WR,16,BUF,99,56,56.6,652,7,62.2,60.4,75.9,43.7,76.9,11.6,130,2.3,57,31,3,5,1,1,79.2,1,0
Jared Cook,5012,TE,16,OAK,99,68,68.7,896,6,75.5,81.4,68.4,81.2,50.1,13.2,361,5.3,45,46,5,4,0,7,100.4,5,1
Alvin Kamara,11822,HB,15,NO,98,81,82.7,709,4,83.6,87.6,79.5,91.2,78.6,8.8,645,8.0,42,31,3,1,0,16,106.2,1,0
Michael Crabtree,4933,WR,16,BLT,98,54,55.1,607,3,62.7,61.4,29.3,79.8,,11.2,136,2.5,27,35,11,2,0,7,75.5,4,1
Emmanuel Sanders,5606,WR,12,DEN,97,71,73.2,868,4,81.1,80.1,70.8,82.2,73.4,12.2,302,4.3,64,37,4,2,1,7,105.5,3,1
Dede Westbrook,11865,WR,16,JAX,96,66,68.8,717,5,71.3,70.0,63.4,37.9,61.6,10.9,363,5.5,61,38,6,3,2,8,94.8,3,0
Allen Robinson II,8696,WR,13,CHI,94,55,58.5,754,4,74.7,75.7,81.0,32.9,67.6,13.7,220,4.0,43,36,2,3,1,7,85.2,4,2
Chris Godwin,11839,WR,16,TB,91,59,64.8,842,7,80.4,79.6,90.0,18.7,,14.3,247,4.2,48,45,1,2,4,7,111.1,1,0
Willie Snead IV,8999,WR,16,BLT,91,62,68.1,651,1,67.1,66.3,61.8,81.4,66.2,10.5,280,4.5,28,37,5,3,0,14,78.6,4,0
Mohamed Sanu,7084,WR,16,ATL,91,66,72.5,838,4,71.6,70.7,90.3,31.2,,12.7,396,6.0,44,41,1,0,2,11,115.5,2,0
John Brown,8726,WR,16,BLT,91,42,46.2,715,5,65.9,66.5,37.8,79.0,,17.0,169,4.0,71,28,7,2,0,1,82.4,1,0
Ezekiel Elliott,10638,HB,15,DAL,91,77,84.6,567,3,72.2,70.3,72.2,47.8,58.5,7.4,592,7.7,38,24,4,0,0,9,103.6,3,0
Calvin Ridley,48262,WR,16,ATL,91,64,70.3,821,10,68.8,70.5,48.5,24.6,,12.8,367,5.7,75,38,8,2,2,3,125.8,1,1
Taylor Gabriel,9002,WR,16,CHI,91,67,73.6,688,2,68.9,69.8,80.5,51.6,65.3,10.3,227,3.4,54,31,2,2,1,6,93.1,4,2
Nelson Agholor,9453,WR,16,PHI,90,64,71.1,736,4,64.8,64.0,74.1,49.4,66.2,11.5,347,5.4,83,28,4,1,1,11,105.6,2,0
Alshon Jeffery,7048,WR,13,PHI,90,65,72.2,843,6,78.3,77.1,67.3,45.9,,13.0,270,4.2,52,48,5,1,1,7,118.9,3,0
Tarik Cohen,11874,HB,16,CHI,87,71,81.6,725,5,73.2,86.0,90.4,28.9,55.1,10.2,539,7.6,70,30,1,2,1,16,111.0,0,0
Robby Anderson,11254,WR,14,NYJ,87,50,57.5,752,6,68.3,70.8,71.8,24.8,,15.0,181,3.6,76,30,3,4,2,2,89.8,4,0
Demaryius Thomas,5547,WR,15,HST,87,59,67.8,677,5,71.5,71.3,51.3,80.3,,11.5,279,4.7,45,37,7,2,0,5,100.6,4,1
Austin Hooper,10715,TE,16,ATL,87,71,81.6,660,4,67.8,67.1,87.3,81.4,71.2,9.3,231,3.3,36,30,2,1,0,7,108.8,3,0
Jordy Nelson,4350,WR,15,OAK,86,63,73.3,739,3,70.7,70.2,90.2,81.6,73.0,11.7,245,3.9,66,36,1,2,0,3,100.9,0,0
Donte Moncrief,8725,WR,16,JAX,85,48,56.5,668,3,62.3,62.4,64.4,50.9,,13.9,233,4.9,80,28,4,1,1,4,88.8,5,1
Cole Beasley,7330,WR,16,DAL,85,65,76.5,672,3,74.8,74.1,85.8,84.1,,10.3,216,3.3,32,39,2,0,0,2,110.5,1,1
Jimmy Graham,5619,TE,16,GB,83,55,66.3,636,2,59.6,60.2,75.1,80.0,51.7,11.6,259,4.7,54,32,2,2,0,6,87.2,2,0
David Njoku,11784,TE,16,CLV,83,56,67.5,639,4,66.3,65.3,42.3,79.9,51.7,11.4,315,5.6,66,27,8,3,0,10,91.4,5,0
Courtland Sutton,48164,WR,16,DEN,79,42,53.2,704,4,63.8,62.5,29.4,78.6,,16.8,167,4.0,42,30,9,3,0,6,84.6,6,0
Nyheim Hines,48103,HB,16,IND,78,63,80.8,425,2,71.6,77.3,66.1,71.2,68.7,6.7,340,5.4,28,29,4,2,0,6,87.2,1,0
Antonio Callaway,48101,WR,16,CLV,78,43,55.1,586,5,64.0,63.1,40.6,46.8,,13.6,233,5.4,71,27,6,5,1,3,74.0,3,0
Jordan Reed,7866,TE,13,WAS,78,54,69.2,558,2,73.1,75.2,81.6,40.2,32.8,10.3,241,4.5,34,26,2,2,1,5,87.4,2,0
A.J. Green,6156,WR,9,CIN,77,46,59.7,694,6,85.2,84.9,63.2,23.9,,15.1,152,3.3,38,36,5,2,2,3,104.6,1,1
Jalen Richard,11395,HB,16,OAK,77,68,88.3,607,0,66.6,82.5,85.7,45.8,55.1,8.9,516,7.6,32,23,1,0,0,10,99.5,1,0
Devin Funchess,9474,WR,14,CAR,77,44,57.1,549,4,68.4,68.0,47.5,78.8,,12.5,79,1.8,27,35,6,4,0,2,75.1,0,0
Todd Gurley II,9443,HB,14,LA,76,59,77.6,580,4,78.0,67.3,48.0,86.5,78.7,9.8,586,9.9,56,26,7,1,1,11,110.5,1,0
D.J. Moore,48267,WR,16,CAR,76,54,71.1,781,2,72.0,73.7,67.5,21.4,64.9,14.5,427,7.9,82,32,4,3,1,17,96.4,3,0
Kyle Rudolph,6195,TE,16,MIN,76,64,84.2,634,4,63.6,65.9,90.1,81.1,57.4,9.9,245,3.8,44,32,1,1,0,4,113.5,5,0
Danny Amendola,4717,WR,15,MIA,75,59,78.7,575,1,66.6,66.1,82.8,52.8,61.4,9.7,229,3.9,39,27,2,3,0,2,86.4,2,0
Josh Doctson,10656,WR,15,WAS,75,44,58.7,532,2,63.3,63.2,69.8,78.9,,12.1,127,2.9,32,31,3,5,0,5,61.6,3,0
Theo Riddick,7980,HB,14,DET,74,61,82.4,384,0,72.3,73.2,64.1,85.2,81.2,6.3,414,6.8,20,16,5,1,0,7,82.7,0,0
Doug Baldwin,6615,WR,13,SEA,73,50,68.5,618,5,79.9,79.8,86.6,79.3,69.9,12.4,163,3.3,42,32,1,1,0,3,111.6,3,0
Trey Burton,9185,TE,16,CHI,73,54,74.0,569,6,69.4,64.4,75.3,41.9,65.7,10.5,189,3.5,47,29,3,2,1,1,112.2,4,0
DeSean Jackson,4363,WR,12,TB,72,41,56.9,774,4,79.4,80.8,74.8,81.0,,18.9,177,4.3,75,31,2,7,0,2,73.3,2,1
Jermaine Kearse,7428,WR,14,NYJ,72,37,51.4,371,1,62.7,61.7,72.2,77.6,47.5,10.0,123,3.3,29,20,2,3,0,2,53.6,2,1
Rob Gronkowski,5567,TE,13,NE,71,47,66.2,682,3,73.7,77.5,77.8,34.5,64.4,14.5,178,3.8,42,34,2,2,1,2,99.6,5,0
Chester Rogers,10918,WR,15,IND,71,53,74.6,485,2,63.3,63.6,41.5,85.5,,9.2,260,4.9,34,28,7,1,0,5,96.3,4,1
David Johnson,9519,HB,16,ARZ,70,50,71.4,446,3,64.1,60.4,34.3,65.1,71.4,8.9,397,7.9,40,22,7,2,1,10,90.5,0,0
T.J. Yeldon,9469,HB,14,JAX,70,55,78.6,487,4,56.3,56.3,41.7,72.4,48.2,8.9,445,8.1,37,22,8,3,0,11,96.8,0,0
Dion Lewis,6301,HB,16,TEN,67,59,88.1,400,1,65.8,72.5,77.3,79.1,64.8,6.8,491,8.3,37,13,3,1,0,16,90.3,1,1
James Conner,11860,HB,13,PIT,67,55,82.1,497,1,72.9,60.8,69.7,49.6,64.0,9.0,555,10.1,29,20,4,0,1,23,102.5,1,0
Vance McDonald,7836,TE,15,PIT,67,50,74.6,610,4,69.3,69.6,64.9,24.3,66.5,12.2,392,7.8,75,32,4,1,2,14,115.9,6,0
Josh Gordon,7618,WR,12,NE,67,41,61.2,737,4,73.5,74.6,51.5,78.3,64.5,18.0,267,6.5,55,30,5,1,0,7,112.6,3,1
Marquez Valdes-Scantling,47809,WR,16,GB,67,38,56.7,581,2,60.4,62.1,56.2,78.5,68.0,15.3,217,5.7,60,23,4,0,0,5,95.4,2,1
Michael Gallup,26075,WR,16,DAL,66,33,50.0,507,2,60.3,60.0,44.6,77.1,,15.4,168,5.1,49,21,3,2,0,2,73.2,1,0
Ricky Seals-Jones,12020,TE,15,ARZ,66,34,51.5,343,1,52.8,54.3,52.5,77.1,83.6,10.1,99,2.9,40,14,4,3,0,2,52.8,4,1
Kenyan Drake,10707,HB,16,MIA,66,53,80.3,477,5,65.6,65.1,59.8,57.3,33.2,9.0,437,8.2,52,23,5,0,0,6,122.0,0,0
Christian Kirk,47546,WR,12,ARZ,65,43,66.2,590,3,70.3,70.1,68.6,85.5,,13.7,229,5.3,75,21,3,4,0,4,84.8,0,0
Tyler Lockett,9502,WR,16,SEA,65,57,87.7,965,10,80.3,82.5,90.7,68.4,,16.9,220,3.9,52,36,0,0,1,2,158.3,1,0
Mike Williams,11762,WR,16,LAC,64,43,67.2,664,10,81.8,81.3,76.3,80.0,,15.4,117,2.7,55,36,2,1,0,4,134.4,0,0
Kelvin Benjamin,8663,WR,15,KC,64,25,39.1,380,1,57.8,57.8,34.7,75.7,,15.2,55,2.2,40,16,5,7,0,1,25.0,5,2
Keelan Cole,51593,WR,16,JAX,64,38,59.4,491,1,59.4,59.3,33.0,22.1,61.6,12.9,138,3.6,35,25,6,2,2,1,75.7,3,0
Tyrell Williams,10154,WR,16,LAC,63,41,65.1,653,5,66.8,67.8,59.3,23.3,66.1,15.9,202,4.9,75,28,3,5,2,2,92.9,4,0
Evan Engram,11778,TE,11,NYG,63,45,71.4,577,3,76.3,75.7,62.4,79.5,70.4,12.8,390,8.7,54,22,3,0,0,6,115.6,2,0
C.J. Uzomah,9590,TE,16,CIN,63,43,68.3,439,3,56.8,54.4,52.6,78.4,56.3,10.2,201,4.7,29,21,4,0,0,3,103.9,5,1
Curtis Samuel,11795,WR,13,CAR,62,39,62.9,494,5,71.5,71.9,65.1,44.4,,12.7,116,3.0,53,24,3,2,0,9,101.1,2,0
Quincy Enunwa,8843,WR,11,NYJ,62,38,61.3,449,1,68.0,65.9,49.3,22.5,67.6,11.8,284,7.5,42,21,6,2,2,9,75.3,2,0
Melvin Gordon III,9448,HB,12,LAC,61,50,82.0,490,4,86.6,61.2,46.4,80.6,56.2,9.8,537,10.7,66,21,7,1,1,11,115.2,0,0
Duke Johnson Jr.,9510,HB,16,CLV,61,47,77.0,429,3,72.1,74.0,70.5,58.5,72.5,9.1,380,8.1,32,24,3,1,1,8,105.2,0,0
Seth Roberts,9079,WR,15,OAK,60,45,75.0,494,2,62.1,61.8,54.5,79.4,70.9,11.0,226,5.0,44,24,3,0,0,6,110.0,5,0
Kenny Stills,7926,WR,15,MIA,60,37,61.7,553,6,64.4,66.3,64.1,78.7,,14.9,135,3.6,75,27,3,2,0,2,111.3,6,1
Kendrick Bourne,12270,WR,16,SF,60,42,70.0,487,4,66.6,65.5,52.6,45.4,72.9,11.6,152,3.6,33,29,5,2,1,5,102.6,2,0
Marvin Jones Jr.,7158,WR,9,DET,59,35,59.3,508,5,71.9,71.5,81.3,77.7,,14.5,103,2.9,39,27,2,2,0,2,101.5,4,0
Jarius Wright,7118,WR,16,CAR,57,43,75.4,447,1,63.7,63.0,68.3,19.5,,10.4,205,4.8,33,24,3,2,3,6,88.9,1,0
Randall Cobb,6216,WR,9,GB,57,38,66.7,383,2,60.2,62.3,56.7,38.5,,10.1,240,6.3,75,18,4,0,1,5,97.3,1,1
Taywan Taylor,11827,WR,13,TEN,55,37,67.3,466,1,70.0,68.4,48.1,29.3,,12.6,175,4.7,55,19,5,1,1,5,91.9,1,0
John Ross,11764,WR,13,CIN,55,21,38.2,210,7,49.4,50.6,27.1,76.0,,10.0,59,2.8,39,13,7,5,0,3,51.5,2,0
Chris Herndon,47164,TE,16,NYJ,54,39,72.2,502,4,74.4,78.7,74.8,33.4,70.0,12.9,187,4.8,32,24,2,2,1,3,110.3,2,0
Anthony Miller,48160,WR,14,CHI,54,33,61.1,423,7,60.4,61.6,53.4,80.9,,12.8,173,5.2,55,19,4,1,0,2,117.5,6,0
Joe Mixon,11803,HB,14,CIN,54,43,79.6,296,1,78.3,60.3,60.5,91.1,39.3,6.9,340,7.9,21,14,4,1,0,7,88.0,0,0
Sammy Watkins,8639,WR,10,KC,53,40,75.5,519,3,73.5,74.2,75.0,34.6,69.0,13.0,235,5.9,50,24,2,0,0,8,124.6,2,0
Chris Thompson,7936,HB,10,WAS,52,41,78.8,268,1,59.1,60.0,66.8,57.1,53.0,6.5,228,5.6,23,12,3,0,0,8,94.6,0,0
Ryan Grant,8777,WR,14,IND,52,35,67.3,334,1,59.1,57.7,63.4,77.6,66.5,9.5,89,2.5,23,18,3,1,0,3,83.3,3,1
Chris Hogan,6468,WR,16,NE,51,35,68.6,532,3,57.1,58.5,71.6,77.4,67.0,15.2,193,5.5,63,22,2,1,0,1,114.2,4,2
Rashard Higgins,10806,WR,13,CLV,51,39,76.5,572,4,68.1,68.2,65.5,22.5,,14.7,152,3.9,40,26,3,2,2,2,122.3,3,1
David Moore,11981,WR,16,SEA,50,26,52.0,445,5,65.4,64.9,64.3,21.7,,17.1,89,3.4,54,16,2,2,2,2,99.2,3,0
Cooper Kupp,11824,WR,8,LA,49,40,81.6,566,6,77.4,79.1,75.0,79.9,79.9,14.2,304,7.6,70,25,2,1,0,6,145.9,0,0
Josh Reynolds,11872,WR,16,LA,49,29,59.2,402,5,68.9,68.3,87.6,77.4,82.2,13.9,132,4.6,33,23,0,4,0,3,85.6,1,0
Gerald Everett,11799,TE,16,LA,48,33,68.8,320,3,82.4,79.7,81.5,78.2,63.1,9.7,144,4.4,40,17,1,1,0,5,99.3,0,0
Cameron Brate,9207,TE,16,TB,48,30,62.5,289,6,53.1,52.4,59.7,27.7,70.1,9.6,57,1.9,21,18,3,2,1,0,101.5,5,1
Dalvin Cook,11796,HB,11,MIN,48,40,83.3,305,2,72.9,67.7,66.9,43.2,84.1,7.6,383,9.6,27,15,3,0,0,18,107.0,0,0
Devontae Booker,10770,HB,16,DEN,48,38,79.2,275,0,64.6,67.2,82.6,57.8,30.0,7.2,233,6.1,30,9,1,0,1,10,90.5,1,1
Mark Andrews,47436,TE,16,BLT,48,34,70.8,552,3,75.7,78.0,61.2,77.1,39.2,16.2,198,5.8,74,28,3,0,0,1,129.9,5,1
Ian Thomas,42130,TE,12,CAR,47,36,76.6,333,2,53.3,57.3,54.6,77.4,72.7,9.3,150,4.2,31,20,4,2,0,2,91.9,2,0
Austin Ekeler,12164,HB,14,LAC,47,39,83.0,404,3,84.9,85.9,73.3,89.6,71.0,10.4,414,10.6,44,18,2,0,1,12,123.8,0,0
Laquon Treadwell,10657,WR,15,MIN,47,35,74.5,302,1,51.3,52.1,45.1,77.3,,8.6,118,3.4,22,16,5,2,0,4,80.3,2,0
Chris Conley,9509,WR,16,KC,47,32,68.1,334,5,55.8,52.8,45.1,21.9,71.9,10.4,132,4.1,27,18,5,1,2,5,115.0,4,0
O.J. Howard,11774,TE,10,TB,47,34,72.3,565,5,89.1,90.0,70.8,77.3,75.4,16.6,217,6.4,75,28,2,4,0,5,112.5,1,0
Tajae Sharpe,10774,WR,16,TEN,46,26,56.5,316,2,61.7,61.6,64.3,76.0,67.6,12.2,80,3.1,28,22,2,3,0,1,65.1,3,0
DaeSean Hamilton,45416,WR,14,DEN,45,30,66.7,243,2,60.1,60.4,67.3,77.8,,8.1,71,2.4,24,16,2,1,0,1,85.7,1,0
Ryan Switzer,11888,WR,16,PIT,44,36,81.8,253,1,63.0,62.4,72.0,90.0,,7.0,136,3.8,24,15,2,0,0,2,98.2,0,0
Jeff Heuerman,9525,TE,11,DEN,44,31,70.5,281,2,61.2,56.2,60.0,76.9,64.1,9.1,149,4.8,36,14,3,2,0,4,83.6,1,0
Jamison Crowder,9538,WR,9,WAS,44,29,65.9,388,2,60.9,61.4,58.8,78.7,,13.4,212,7.3,79,15,3,1,0,2,99.4,1,0
Antonio Gates,1609,TE,16,LAC,44,28,63.6,333,2,69.8,69.9,88.0,27.5,72.8,11.9,121,4.3,27,19,0,1,1,5,92.3,2,0
Robert Foster,48230,WR,13,BUF,44,27,61.4,541,3,72.1,73.3,75.5,75.9,,20.0,160,5.9,75,20,1,0,0,0,127.2,3,0
Phillip Lindsay,12660,HB,15,DEN,44,35,79.5,241,1,81.7,63.1,48.0,90.9,63.1,6.9,303,8.7,29,12,4,0,0,7,97.1,1,0
Zach Pascal,12303,WR,16,IND,44,27,61.4,268,2,60.9,59.3,76.7,81.3,45.6,9.9,79,2.9,28,15,1,2,0,1,74.8,4,0
Benjamin Watson,1753,TE,16,NO,44,35,79.5,400,2,71.0,71.8,71.4,77.4,72.9,11.4,84,2.4,32,21,2,1,0,0,110.2,1,0
Maurice Harris,11035,WR,11,WAS,44,28,63.6,304,0,55.9,56.0,76.1,78.0,,10.9,89,3.2,42,12,1,3,0,0,55.5,1,0
Tre'Quan Smith,48228,WR,15,NO,43,28,65.1,427,5,68.7,68.5,65.8,76.1,66.1,15.3,110,3.9,62,22,2,0,0,3,136.5,2,0
Dallas Goedert,47272,TE,16,PHI,43,33,76.7,334,4,74.0,70.5,70.5,77.1,60.8,10.1,177,5.4,32,15,2,2,0,4,110.0,5,0
Phillip Dorsett,9462,WR,16,NE,43,32,74.4,290,3,67.0,65.8,68.8,77.8,,9.1,102,3.2,20,17,2,3,0,5,86.4,0,0
DeVante Parker,9447,WR,11,MIA,43,24,55.8,309,1,69.2,68.2,74.2,75.5,65.5,12.9,97,4.0,46,14,1,1,0,3,76.6,0,0
Jacquizz Rodgers,6297,HB,16,TB,43,38,88.4,304,0,65.1,68.5,90.0,52.6,49.7,8.0,242,6.4,24,13,0,1,1,9,86.4,1,1
Ryan Griffin,7982,TE,14,HST,42,24,57.1,305,0,56.0,56.3,63.4,75.5,54.4,12.7,152,6.3,47,15,2,1,0,2,70.0,4,0
Will Fuller V,10655,WR,7,HST,42,32,76.2,503,4,81.2,81.1,89.0,77.1,65.7,15.7,165,5.2,73,22,0,0,0,1,147.2,1,0
Mike Davis,9559,HB,15,SEA,42,34,81.0,214,1,75.1,67.2,71.4,90.0,55.3,6.3,240,7.1,18,10,2,1,0,8,85.9,0,0
Bruce Ellington,8741,WR,7,DET,42,31,73.8,224,1,68.3,68.3,60.9,77.8,,7.2,110,3.5,23,14,3,0,0,1,93.8,0,0
Chad Williams,11853,WR,10,ARZ,42,17,40.5,171,1,53.7,52.7,41.6,74.0,65.7,10.1,18,1.1,22,9,3,2,0,0,40.9,0,0
Giovani Bernard,7818,HB,12,CIN,41,35,85.4,218,0,68.1,67.4,72.2,86.0,63.3,6.2,237,6.8,26,8,2,0,0,3,88.8,2,1
Pierre Garcon,4519,WR,8,SF,41,24,58.5,286,1,64.3,62.1,41.9,75.3,66.2,11.9,99,4.1,25,14,4,1,0,2,77.9,0,0
LeSean McCoy,4976,HB,13,BUF,41,34,82.9,238,0,62.0,63.3,62.3,90.5,50.4,7.0,294,8.6,24,10,3,1,0,10,80.7,3,1
Marquise Goodwin,7859,WR,11,SF,41,23,56.1,395,4,62.7,63.8,73.5,20.1,,17.2,130,5.7,67,19,1,4,1,2,81.9,1,0
Nick Vannett,10728,TE,15,SEA,40,29,72.5,269,3,64.0,66.1,76.7,27.0,45.8,9.3,138,4.8,32,17,1,0,1,1,115.5,5,1
Dante Pettis,48113,WR,11,SF,40,27,67.5,467,5,68.5,69.8,65.2,80.3,,17.3,214,7.9,75,19,1,2,0,6,125.7,1,0
Tevin Coleman,9506,HB,16,ATL,40,32,80.0,276,5,65.9,60.6,69.5,63.6,60.8,8.6,273,8.5,39,15,2,0,1,3,135.0,1,0
Tim Patrick,12087,WR,16,DEN,40,23,57.5,315,1,60.2,60.0,41.4,26.6,62.0,13.7,113,4.9,26,14,4,1,2,3,80.7,3,2
Javorius Allen,9558,HB,12,BLT,40,35,87.5,196,2,62.9,62.7,71.4,53.5,59.6,5.6,190,5.4,17,11,1,1,1,9,93.3,2,0
Greg Olsen,3647,TE,9,CAR,39,27,69.2,291,4,65.8,68.6,75.5,75.9,63.2,10.8,89,3.3,23,18,1,1,0,0,114.4,0,0
Jesse James,9593,TE,16,PIT,39,30,76.9,423,2,65.2,62.3,67.3,76.5,75.8,14.1,184,6.1,51,17,2,1,0,0,117.8,3,1
Dontrelle Inman,6597,WR,9,IND,38,28,73.7,304,3,67.8,65.8,66.0,76.1,,10.9,58,2.1,29,15,3,0,0,1,123.1,0,0
Keke Coutee,47698,WR,6,HST,38,28,73.7,287,1,64.7,65.1,55.9,77.0,62.4,10.3,211,7.5,40,13,3,2,0,2,81.8,0,0
Trent Taylor,11932,WR,14,SF,38,26,68.4,215,1,56.2,56.5,65.0,80.8,62.3,8.3,103,4.0,23,11,2,2,0,1,69.5,2,0
Kyle Juszczyk,7912,FB,16,SF,37,30,81.1,324,1,69.1,65.5,77.3,22.4,73.2,10.8,177,5.9,56,15,1,0,1,4,112.2,4,0
Kerryon Johnson,34455,HB,10,DET,37,32,86.5,213,1,80.9,80.6,88.3,72.4,69.7,6.7,270,8.4,24,11,0,0,0,8,99.7,0,0
James Washington,47792,WR,14,PIT,36,16,44.4,217,1,49.2,50.5,68.7,73.9,,13.6,55,3.4,47,10,1,0,0,1,73.5,4,2
Albert Wilson,8943,WR,7,MIA,36,26,72.2,391,4,82.5,82.7,77.8,78.8,61.6,15.0,345,13.3,75,11,1,3,0,9,109.8,1,0
Ty Montgomery,9527,HB,13,BLT,36,25,69.4,235,0,68.5,71.0,75.5,28.2,62.3,9.4,220,8.8,43,8,1,1,0,4,75.6,0,0
James O'Shaughnessy,9606,TE,14,JAX,35,24,68.6,214,0,60.1,53.5,73.5,75.3,49.1,8.9,119,5.0,17,10,1,2,0,5,60.9,5,0
