player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Cameron Meredith,10008,WR,14,CHI,1,66,67,0.0,0,10,0.0
Delanie Walker,3120,TE,15,TEN,2,65,67,6.5,2,11,126.1
A.J. Green,6156,WR,10,CIN,0,66,66,,0,7,10.6
Jimmy Graham,5619,TE,16,SEA,1,65,66,2.0,0,6,18.2
Jordan Reed,7866,TE,12,WAS,0,66,66,,0,12,18.2
Rishard Matthews,7211,WR,16,TEN,0,65,65,,0,5,7.7
Brandon LaFell,5602,WR,16,CIN,1,64,65,0.0,0,4,0.0
Jeremy Kerley,6305,WR,16,SF,0,64,64,,0,3,4.7
Kelvin Benjamin,8663,WR,16,CAR,0,63,63,,0,8,12.7
Eric Ebron,8645,TE,13,DET,1,61,62,2.0,0,4,12.9
Adam Humphries,10075,WR,15,TB,5,55,60,2.0,0,6,20.0
Peyton Barber,10927,HB,10,TB,55,5,60,2.27,7,0,26.5
Mohamed Sanu,7084,WR,15,ATL,1,59,60,2.0,0,7,23.3
Cordarrelle Patterson,7810,WR,16,MIN,7,52,59,4.71,5,10,119.9
Quincy Enunwa,8843,WR,16,NYJ,1,58,59,0.0,0,13,0.0
Brandon Marshall,3064,WR,15,NYJ,0,59,59,,0,3,5.1
Jack Doyle,8520,TE,16,IND,0,59,59,,0,4,6.8
Tyler Boyd,10689,WR,16,CIN,4,54,58,4.0,1,2,20.7
Dontrelle Inman,6597,WR,16,SD,0,58,58,,0,3,5.2
Damien Williams,9205,HB,15,MIA,35,23,58,2.8,13,8,101.4
Cameron Brate,9207,TE,15,TB,0,57,57,,0,3,5.3
Martellus Bennett,4375,TE,16,NE,2,55,57,4.0,0,9,63.2
Charles Clay,6326,TE,15,BUF,0,57,57,,0,5,8.8
DeSean Jackson,4363,WR,15,WAS,0,56,56,,0,3,5.4
Marvin Jones Jr.,7158,WR,15,DET,1,55,56,2.0,0,6,21.4
DeVante Parker,9447,WR,15,MIA,0,56,56,,0,7,12.5
Gary Barnidge,4455,TE,16,CLV,0,55,55,,0,1,1.8
C.J. Fiedorowicz,8700,TE,15,HST,0,54,54,,0,6,11.1
Antonio Gates,1609,TE,14,SD,0,53,53,,0,5,9.4
Robert Woods,7822,WR,13,BUF,1,51,52,0.0,0,3,0.0
Alshon Jeffery,7048,WR,12,CHI,0,52,52,,0,1,1.9
Coby Fleener,7038,TE,16,NO,1,50,51,1.0,0,1,2.0
Ryan Griffin,7982,TE,16,HST,0,50,50,,0,4,8.0
Lance Kendricks,6199,TE,16,LA,0,50,50,,0,5,10.0
Dez Bryant,5549,WR,13,DAL,0,50,50,,0,4,8.0
Eli Rogers,9878,WR,13,PIT,1,48,49,1.0,0,3,6.1
Travis Benjamin,7100,WR,14,SD,2,47,49,1.5,0,6,18.4
Will Fuller V,10655,WR,14,HST,1,47,48,3.0,0,6,37.5
Ronnie Hillman,7069,HB,8,SD,41,7,48,2.29,3,0,14.3
Will Tye,10070,TE,16,NYG,0,48,48,,0,9,18.8
Zach Miller,5104,TE,10,CHI,0,47,47,,0,7,14.9
Tyler Lockett,9502,WR,15,SEA,6,41,47,4.17,2,1,26.6
C.J. Prosise,10724,HB,6,SEA,30,17,47,2.57,6,0,32.8
DuJuan Harris,6595,HB,8,SF,38,8,46,2.16,5,6,51.6
Andre Ellington,7968,HB,16,ARZ,34,12,46,1.82,3,0,11.9
Mike Tolbert,4740,FB,16,CAR,35,10,45,2.51,10,0,55.9
Jeremy Maclin,4942,WR,12,KC,1,44,45,0.0,0,3,0.0
Robby Anderson,11254,WR,16,NYJ,3,42,45,2.0,0,3,13.3
Shane Vereen,6208,HB,5,NYG,33,11,44,2.45,4,5,50.2
Terrance Williams,7855,WR,16,DAL,0,44,44,,0,6,13.6
Travaris Cadet,7457,HB,15,NO,4,40,44,1.0,0,7,15.9
Chris Conley,9509,WR,16,KC,0,44,44,,0,1,2.3
Denard Robinson,7917,HB,6,JAX,41,3,44,1.76,0,0,0.0
Vernon Davis,2951,TE,16,WAS,0,44,44,,0,13,29.5
Tyrod Taylor,6332,QB,15,BUF,43,0,43,6.33,20,0,294.2
Aaron Ripkowski,9639,FB,15,GB,34,9,43,3.26,2,3,38.0
Kenny Stills,7926,WR,16,MIA,0,42,42,,0,5,11.9
Kenyan Drake,10707,HB,16,MIA,33,9,42,2.58,5,2,42.9
Alex Collins,10805,HB,10,SEA,31,11,42,2.61,5,2,43.5
Tajae Sharpe,10774,WR,16,TEN,1,41,42,2.0,1,2,14.3
Kyle Juszczyk,7912,FB,16,BLT,5,37,42,2.8,0,5,33.3
Brian Quick,7037,WR,16,LA,0,41,41,,0,4,9.8
Chris Hogan,6468,WR,15,NE,3,38,41,2.33,0,4,22.8
Nelson Agholor,9453,WR,15,PHI,5,36,41,2.0,1,6,34.1
Jermaine Kearse,7428,WR,16,SEA,0,41,41,,0,5,12.2
John Brown,8726,WR,15,ARZ,1,39,40,2.0,0,2,10.0
Adrian Peterson,3623,HB,3,MIN,37,3,40,1.54,3,0,11.6
Russell Wilson,7077,QB,16,SEA,37,2,39,1.92,3,0,14.8
Taylor Gabriel,9002,WR,13,ATL,4,35,39,1.0,0,6,15.4
Jesse James,9593,TE,16,PIT,0,39,39,,0,2,5.1
Victor Cruz,5827,WR,15,NYG,0,39,39,,0,5,12.8
J.J. Nelson,9592,WR,15,ARZ,4,34,38,3.25,2,4,51.3
Seth Roberts,9079,WR,16,OAK,0,38,38,,0,10,26.3
Trey Burton,9185,TE,15,PHI,0,37,37,,0,3,8.1
Benny Cunningham,8283,HB,11,LA,21,16,37,2.43,3,4,45.9
Jermaine Gresham,5546,TE,16,ARZ,0,37,37,,0,7,18.9
Cameron Artis-Payne,9607,HB,3,CAR,36,1,37,2.47,7,0,46.8
Michael Floyd,7019,WR,15,NE,0,37,37,,0,0,0.0
Quinton Patton,7910,WR,14,SF,0,37,37,,0,5,13.5
Marcus Mariota,9435,QB,15,TEN,37,0,37,1.7,3,0,13.8
Bobby Rainey Jr.,7511,HB,11,NYG,17,20,37,1.71,2,7,41.5
Ka'Deem Carey,8752,HB,11,CHI,32,5,37,3.03,5,2,57.3
Dorial Green-Beckham,9473,WR,15,PHI,0,36,36,,0,5,13.9
Hunter Henry,10669,TE,15,SD,0,36,36,,0,3,8.3
Jonathan Grimes,7585,HB,9,HST,23,13,36,2.22,1,3,24.6
Corey Grant,9827,HB,6,JAX,32,4,36,3.81,3,1,42.4
Andrew Hawkins,6125,WR,16,CLV,2,33,35,1.5,0,6,25.7
Allen Hurns,8931,WR,11,JAX,0,35,35,,0,1,2.9
Phillip Dorsett,9462,WR,15,IND,2,33,35,1.5,0,2,8.6
Josh Ferguson,10907,HB,12,IND,15,20,35,1.47,2,3,21.0
Dwayne Allen,7066,TE,14,IND,0,35,35,,0,0,0.0
Corey Coleman,10649,WR,10,CLV,2,33,35,3.0,0,8,68.6
Breshad Perriman,9459,WR,16,BLT,1,33,34,2.0,0,2,11.8
John Kuhn,2686,FB,16,NO,18,16,34,1.17,1,1,6.9
Albert Wilson,8943,WR,16,KC,2,31,33,13.5,1,3,163.6
Colin Kaepernick,6188,QB,12,SF,33,0,33,4.36,16,0,211.6
Eddie Royal,4356,WR,9,CHI,0,33,33,,0,4,12.1
Clive Walford,9501,TE,15,OAK,0,33,33,,0,1,3.0
Malcolm Mitchell,10746,WR,14,NE,0,32,32,,0,6,18.8
Terron Ward,9778,HB,5,ATL,31,1,32,2.42,3,0,22.7
Kenjon Barner,7963,HB,13,PHI,27,5,32,2.04,1,2,19.1
Orleans Darkwa,9173,HB,4,NYG,30,2,32,2.53,4,0,31.7
Donte Moncrief,8725,WR,9,IND,1,30,31,2.0,0,3,19.4
Kapri Bibbs,8906,HB,8,DEN,29,2,31,2.48,2,2,32.0
Dak Prescott,10769,QB,16,DAL,30,0,30,2.73,5,0,45.6
Julius Thomas,6281,TE,9,JAX,0,30,30,,0,0,0.0
Kendall Wright,7026,WR,11,TEN,1,29,30,4.0,0,2,26.7
Richard Rodgers,8733,TE,16,GB,0,30,30,,0,2,6.7
Jared Cook,5012,TE,10,GB,0,30,30,,0,2,6.7
Corey Brown,8986,WR,16,CAR,2,27,29,1.0,0,1,3.4
Marquise Goodwin,7859,WR,15,BUF,0,29,29,,0,2,6.9
Garrett Celek,7274,TE,16,SF,0,29,29,,0,1,3.4
Tyler Eifert,7802,TE,8,CIN,0,29,29,,0,0,0.0
Jamize Olawale,7572,FB,16,OAK,17,12,29,1.94,1,4,33.5
Kamar Aiken,6671,WR,16,BLT,0,29,29,,0,2,6.9
Arian Foster,5398,HB,4,MIA,22,6,28,1.64,2,1,17.5
Sammy Watkins,8639,WR,8,BUF,0,28,28,,0,2,7.1
Jonathan Williams,10790,HB,11,BUF,27,1,28,1.85,5,0,33.1
Carson Wentz,10636,QB,16,PHI,26,1,27,3.19,6,0,70.9
Darren McFadden,4318,HB,3,DAL,24,3,27,2.13,1,2,23.6
Brandon Coleman,9086,WR,16,NO,0,26,26,,0,0,0.0
Dion Sims,7888,TE,14,MIA,0,26,26,,0,3,11.5
Alex Smith,2218,QB,15,KC,25,1,26,2.04,0,0,0.0
Chris Johnson,4338,HB,4,ARZ,25,0,25,2.64,2,0,21.1
Sammie Coates,9520,WR,14,PIT,4,21,25,7.5,2,3,150.0
Rob Gronkowski,5567,TE,8,NE,0,25,25,,0,7,28.0
Danny Woodhead,4914,HB,2,SD,19,6,25,1.89,2,0,15.2
Kirk Cousins,7102,QB,16,WAS,25,0,25,0.6,1,0,2.4
C.J. Uzomah,9590,TE,10,CIN,0,25,25,,0,3,12.0
Lance Dunbar,7332,HB,13,DAL,9,16,25,1.89,1,2,22.7
Bryan Walters,6139,WR,10,JAX,1,24,25,1.0,0,2,8.0
Blaine Gabbert,6162,QB,6,SF,23,1,24,1.74,0,0,0.0
Russell Shepard,8254,WR,14,TB,1,23,24,4.0,0,2,33.3
Aaron Rodgers,2241,QB,16,GB,24,0,24,2.42,3,0,30.2
Jameis Winston,9434,QB,16,TB,24,0,24,2.21,5,0,46.0
Vance McDonald,7836,TE,11,SF,0,24,24,,0,3,12.5
Ryan Tannehill,7014,QB,13,MIA,23,0,23,5.09,6,0,132.7
Andy Dalton,6187,QB,16,CIN,23,0,23,2.35,1,0,10.2
Danny Amendola,4717,WR,12,NE,0,23,23,,0,0,0.0
Blake Bortles,8638,QB,16,JAX,22,1,23,6.23,9,0,243.7
Knile Davis,7878,HB,9,KC,18,5,23,1.44,1,0,6.3
Josh Bellamy,7472,WR,14,CHI,4,19,23,2.5,0,4,43.5
Devin Funchess,9474,WR,15,CAR,0,23,23,,0,3,13.0
Ameer Abdullah,9487,HB,2,DET,18,5,23,4.17,6,2,144.9
Akeem Hunt,9839,HB,8,HST,20,3,23,2.3,4,1,50.0
Andrew Luck,7007,QB,15,IND,23,0,23,3.39,3,0,44.2
Derek Carr,8671,QB,15,OAK,22,0,22,1.27,0,0,0.0
Jordan Norwood,5358,WR,14,DEN,1,21,22,0.0,0,4,0.0
Byron Marshall,11076,HB,3,PHI,19,3,22,2.95,2,1,40.2
Mike Davis,9559,HB,6,SF,19,3,22,1.63,0,1,7.4
Virgil Green,6356,TE,12,DEN,0,22,22,,0,4,18.2
Paul Richardson Jr.,8680,WR,15,SEA,1,21,22,1.0,0,1,4.5
Deonte Thompson,7513,WR,15,CHI,0,22,22,,0,4,18.2
Jacob Tamme,4441,TE,8,ATL,0,22,22,,0,4,18.2
Malcolm Brown,9902,HB,9,LA,18,3,21,2.39,1,2,34.1
Justin Hardy,9540,WR,16,ATL,0,21,21,,0,1,4.8
Charles Johnson,7998,WR,16,MIN,0,20,20,,0,2,10.0
Aldrick Robinson,6330,WR,16,ATL,0,20,20,,0,1,5.0
Kevin White,9440,WR,4,CHI,1,19,20,3.0,0,1,15.0
Torrey Smith,6210,WR,12,SF,0,20,20,,0,2,10.0
Drew Brees,802,QB,16,NO,20,0,20,1.05,1,0,5.3
Marcedes Lewis,2973,TE,10,JAX,0,20,20,,0,4,20.0
Josh Huff,8721,WR,10,TB,4,16,20,1.5,0,5,37.5
Chester Rogers,10918,WR,13,IND,0,19,19,,0,2,10.5
Reggie Bush,2947,HB,13,BUF,12,7,19,1.17,3,3,36.8
Charone Peake,10875,WR,13,NYJ,0,19,19,,0,4,21.1
Austin Hooper,10715,TE,14,ATL,0,19,19,,0,0,0.0
Kerwynn Williams,8013,HB,6,ARZ,18,1,19,5.56,6,0,175.4
Ben Koyack,9662,TE,14,JAX,0,19,19,,0,0,0.0
Matt Ryan,4317,QB,16,ATL,19,0,19,2.0,0,0,0.0
Rod Streater,7416,WR,16,SF,0,18,18,,0,1,5.6
Mychal Rivera,7965,TE,13,OAK,0,18,18,,0,0,0.0
Ricardo Louis,10748,WR,16,CLV,0,18,18,,0,4,22.2
Eli Manning,1722,QB,16,NYG,18,0,18,0.72,0,0,0.0
Braxton Miller,10719,WR,10,HST,3,15,18,1.67,0,3,27.8
Ladarius Green,7110,TE,6,PIT,0,18,18,,0,3,16.7
Andre Williams,8748,HB,1,SD,18,0,18,2.83,1,0,15.7
Fitzgerald Toussaint,9244,HB,9,PIT,14,3,17,2.36,0,3,41.6
Cobi Hamilton,7978,WR,11,PIT,0,17,17,,0,1,5.9
Demetrius Harris,8524,TE,16,KC,0,17,17,,0,5,29.4
Robert Griffin III,7008,QB,5,CLV,17,0,17,2.53,5,0,74.4
Cody Core,10833,WR,8,CIN,0,17,17,,0,1,5.9
Brice Butler,7991,WR,16,DAL,0,16,16,,0,1,6.3
Antone Smith,5440,HB,3,TB,10,6,16,2.2,2,0,27.5
Daniel Brown,10144,TE,6,CHI,0,16,16,,0,0,0.0
Jordan Taylor,9793,WR,16,DEN,0,16,16,,0,2,12.5
Tom Brady,698,QB,12,NE,16,0,16,1.56,1,0,9.8
Jerell Adams,10818,TE,13,NYG,0,16,16,,0,2,12.5
A.J. Derby,9635,TE,10,DEN,0,16,16,,0,0,0.0
Trevor Siemian,9683,QB,14,DEN,15,0,15,1.13,1,0,7.6
Erik Swoope,9303,TE,16,IND,0,15,15,,0,0,0.0
Josh Hill,8200,TE,9,NO,0,15,15,,0,1,6.7
James Wright,8873,WR,12,CIN,2,13,15,0.0,0,3,0.0
Harry Douglas,4398,WR,11,TEN,0,15,15,,0,3,20.0
Vincent Jackson,2278,WR,5,TB,0,15,15,,0,0,0.0
Brock Osweiler,7059,QB,15,HST,14,1,15,4.43,3,0,88.6
Luke Willson,7940,TE,11,SEA,0,15,15,,0,0,0.0
Larry Donnell,7638,TE,8,NYG,0,15,15,,0,0,0.0
Jerome Felton,4460,FB,15,BUF,8,6,14,1.25,1,0,8.9
Sam Bradford,5526,QB,15,MIN,13,1,14,2.62,0,0,0.0
Pharoh Cooper,10751,WR,10,LA,0,14,14,,0,3,21.4
Andre Holmes,6489,WR,16,OAK,0,14,14,,0,2,14.3
Darren Fells,8549,TE,14,ARZ,0,14,14,,0,5,35.7
Jalin Marshall,11259,WR,10,NYJ,0,14,14,,0,2,14.3
MarQueis Gray,8286,TE,16,MIA,0,14,14,,0,0,0.0
Andre Roberts,5612,WR,16,DET,0,14,14,,0,0,0.0
Jamaal Charles,4387,HB,3,KC,12,2,14,1.67,0,0,0.0
Jaelen Strong,9503,WR,8,HST,0,14,14,,0,0,0.0
Brent Celek,3778,TE,16,PHI,0,14,14,,0,2,14.3
Walter Powell,8831,WR,9,BUF,0,14,14,,0,1,7.1
Ryan Fitzpatrick,2467,QB,14,NYJ,14,0,14,2.57,3,0,55.1
Troymaine Pope,11473,HB,4,SEA,12,1,13,2.58,3,0,59.6
Joe Flacco,4332,QB,16,BLT,13,0,13,1.08,1,0,8.3
Levine Toilolo,7915,TE,16,ATL,0,13,13,,0,0,0.0
Austin Seferian-Jenkins,8673,TE,9,NYJ,0,13,13,,0,1,7.7
Jeff Janis,8870,WR,14,GB,2,11,13,2.5,0,0,0.0
Lucky Whitehead,9853,WR,15,DAL,10,3,13,3.3,3,0,76.2
Christopher Harper,9950,WR,9,SF,0,13,13,,0,0,0.0
Daniel Lasco,10871,HB,5,NO,11,2,13,2.27,0,0,0.0
Neal Sterling,9653,TE,7,JAX,0,12,12,,0,0,0.0
Brandon Wilds,11057,HB,4,NYJ,10,2,12,1.9,0,0,0.0
Ben Roethlisberger,1732,QB,14,PIT,12,0,12,1.83,1,0,15.3
C.J. Spiller,5534,HB,6,NYJ,6,6,12,0.83,0,0,0.0
Geronimo Allison,11141,WR,10,GB,0,12,12,,0,1,8.3
Javorius Allen,9558,HB,4,BLT,9,3,12,2.33,1,0,19.4
Stephen Anderson,11160,TE,13,HST,0,11,11,,0,0,0.0
Cecil Shorts,6266,WR,9,TB,0,11,11,,0,0,0.0
Bennie Fowler,8914,WR,13,DEN,0,11,11,,0,0,0.0
Tyler Higbee,10744,TE,16,LA,0,11,11,,0,0,0.0
Brandon Tate,5006,WR,12,BUF,3,8,11,0.67,0,0,0.0
Jarius Wright,7118,WR,8,MIN,0,11,11,,0,2,18.2
De'Anthony Thomas,8759,WR,11,KC,4,7,11,0.75,0,0,0.0
Xavier Grimble,9092,TE,11,PIT,0,11,11,,0,1,9.1
Jaron Brown,8128,WR,7,ARZ,0,11,11,,0,1,9.1
Case Keenum,7323,QB,10,LA,11,0,11,1.0,0,0,0.0
Keith Mumphery,9608,WR,10,HST,0,10,10,,0,0,0.0
Matthew Stafford,4924,QB,16,DET,10,0,10,4.8,4,0,192.0
Seth DeValve,10772,TE,12,CLV,0,10,10,,0,3,30.0
Carson Palmer,1317,QB,15,ARZ,10,0,10,0.0,0,0,0.0
Terrell Watson,9889,HB,1,PHI,9,1,10,2.11,0,0,0.0
Don Jackson,11150,HB,3,GB,10,0,10,2.2,0,0,0.0
Rhett Ellison,7128,TE,15,MIN,1,9,10,0.0,0,0,0.0
Tyler Kroft,9518,TE,14,CIN,0,10,10,,0,0,0.0
Ed Dickson,5595,TE,16,CAR,0,10,10,,0,2,20.0
John Phillips,5132,TE,16,NO,0,10,10,,0,0,0.0
Chris Moore,10741,WR,14,BLT,3,7,10,2.0,1,1,40.0
Justin Hunter,7815,WR,13,BUF,0,10,10,,0,0,0.0
Dexter McCluster,5561,HB,6,SD,3,7,10,1.0,0,2,20.0
Darren Waller,9637,TE,12,BLT,0,10,10,,0,2,20.0
Tommylee Lewis,11231,WR,11,NO,3,7,10,0.67,0,1,6.7
Tanner McEvoy,11288,WR,14,SEA,0,9,9,,0,0,0.0
Jimmy Garoppolo,8697,QB,6,NE,8,1,9,0.13,0,0,0.0
Mack Brown,10115,HB,2,WAS,8,1,9,1.75,0,0,0.0
Eric Decker,5611,WR,3,NYJ,0,9,9,,0,0,0.0
Andre Johnson,1319,WR,8,TEN,0,9,9,,0,0,0.0
Marquess Wilson,8019,WR,3,CHI,0,9,9,,0,0,0.0
Paul Turner,11082,WR,4,PHI,0,9,9,,0,1,11.1
